"","ID","Advertiser.ID","Media.Plans.Filter...Categories","Campaign.Campaign.Category...Campaign.Category...ID","Campaign.Type","Manager.ID","Management.Percent.Fee","Is.Utm.Enabled","Publish.Period.Start","Budget","Quality.Of.Advertise","Quality.Of.Business","Is.Official","Is.Short.Link.Enabled","Is.Competition.Or.Has.Award"
"2506",11846,36630,"خانواده",3,"REACH",25,10,"True","2021-12-19",0,4,4,"True","True","False"
"2510",11691,38420,"مدلینگ",3,"INFLUENCE",20,10,"True","2021-12-17",0,4,5,"True","True","True"
"2512",9460,27941,"مادر",2,"REACH",47,10,"True","2021-11-04",0,5,5,"True","True","False"
"2513",10552,28671,"ورزشی",15,"INFLUENCE",54,10,"True","2021-12-08",0,4,4,"True","True","False"
"2531",4988,8657,"آشپزی",12,"REACH",20,10,"True","2021-05-22",0,7,7,"True","True","False"
"2549",10032,29968,"طنز",8,"REACH",25,10,"True","2021-11-17",0,5,5,"True","True","False"
"2561",14691,36117,"طراحی",33,"REACH",71,10,"True","2022-02-03",0,5,5,"True","True","False"
"2577",14862,14306,"روان‌شناسی",27,"REACH",69,10,"True","2022-02-04",0,6,6,"True","True","False"
"2581",9309,13945,"سبک",26,"REACH",5,10,"False","2021-10-28",0,3,4,"True","True","False"
"2585",10660,28322,"خانواده",33,"INFLUENCE",54,10,"True","2021-12-04",0,4,4,"True","True","False"
"2586",10753,31616,"اقتصادی",5,"INFLUENCE",47,10,"True","2021-12-04",0,5,5,"True","True","False"
"2587",10753,31616,"اقتصادی",11,"INFLUENCE",47,10,"True","2021-12-04",0,5,5,"True","True","False"
"2588",10753,31616,"اقتصادی",9,"INFLUENCE",47,10,"True","2021-12-04",0,5,5,"True","True","False"
"2598",10064,21498,"توصیه",3,"REACH",59,10,"True","2021-11-24",0,7,7,"True","True","True"
"2599",7893,23570,"سبک",1,"INFLUENCE",47,10,"True","2021-10-10",0,4,4,"True","True","False"
"2602",9514,29211,"سبک",15,"INFLUENCE",25,10,"True","2021-11-06",0,5,5,"True","True","False"
"2603",8697,21380,"توصیه",15,"REACH",23,10,"True","2021-10-09",0,6,6,"True","True","False"
"2610",8369,25595,"رستوران",8,"REACH",23,10,"True","2021-10-02",0,5,5,"True","True","False"
"2611",8369,25595,"رستوران",12,"REACH",23,10,"True","2021-10-02",0,5,5,"True","True","False"
"2637",10223,31253,"کتاب",5,"REACH",59,10,"True","2021-11-22",0,6,5,"True","True","False"
"2644",10567,24603,"طراحی",16,"REACH",25,10,"True","2021-11-28",0,5,5,"True","True","False"
"2652",11539,39037,"پوشاک",10,"REACH",54,10,"True","2021-12-12",0,2,2,"True","True","False"
"2670",9270,26823,"ورزشی",25,"REACH",16,10,"True","2021-10-30",0,7,6,"True","True","False"
"2671",9270,26823,"ورزشی",16,"REACH",16,10,"True","2021-10-30",0,7,6,"True","True","False"
"2682",9896,30026,"خودرو",24,"REACH",61,10,"True","2021-11-15",0,6,7,"True","True","False"
"2686",9518,22126,"یادگیری",5,"INFLUENCE",25,10,"True","2021-11-07",0,5,5,"True","True","False"
"2691",9679,28518,"رستوران",31,"INFLUENCE",54,10,"True","2021-11-14",0,4,4,"True","True","False"
"2697",15286,13477,"سبک",36,"REACH",95,10,"True","2022-02-12",0,6,4,"True","True","False"
"2702",9678,28856,"آشپزی",12,"REACH",25,10,"True","2021-11-08",0,6,5,"True","True","False"
"2731",13304,45606,"مدلینگ",3,"REACH",86,10,"True","2022-01-11",0,4,6,"True","True","False"
"2732",12693,43516,"شبکه",6,"REACH",47,10,"True","2022-01-01",0,4,4,"True","True","False"
"2734",3941,4694,"ورزش",6,"REACH",28,10,"True","2021-03-13",0,6,5,"True","True","False"
"2747",11060,32277,"توصیه",35,"REACH",25,10,"True","2021-12-06",0,3,3,"True","True","False"
"2748",11060,32277,"توصیه",3,"REACH",25,10,"True","2021-12-06",0,3,3,"True","True","False"
"2751",9939,1049,"انگیزشی",26,"REACH",57,10,"True","2021-11-15",0,6,7,"True","True","False"
"2786",10471,31609,"رمزارز",19,"REACH",63,10,"True","2021-11-25",0,3,3,"True","True","False"
"2803",9819,13621,"مادر",6,"INFLUENCE",25,10,"True","2021-11-18",0,6,3,"True","True","False"
"2808",9469,5619,"سبک",13,"REACH",54,10,"True","2021-11-02",0,6,7,"True","True","False"
"2821",9391,25595,"مادر",12,"REACH",23,10,"True","2021-11-01",0,5,5,"True","True","False"
"2822",9391,25595,"مادر",8,"REACH",23,10,"True","2021-11-01",0,5,5,"True","True","False"
"2836",10537,12321,"طنز",6,"INFLUENCE",54,10,"True","2021-11-29",0,6,4,"True","True","False"
"2864",10670,29197,"رستوران",12,"REACH",67,10,"True","2021-11-29",0,5,5,"True","True","False"
"2869",11696,26566,"بازاریابی",9,"INFLUENCE",47,10,"True","2021-12-17",0,8,8,"True","True","False"
"2870",11696,26566,"بازاریابی",8,"INFLUENCE",47,10,"True","2021-12-17",0,8,8,"True","True","False"
"2882",16224,50748,"مالی",19,"REACH",67,10,"True","2022-02-26",0,4,4,"True","True","False"
"2886",10584,31593,"سبک",1,"INFLUENCE",54,10,"True","2021-12-01",0,3,3,"True","True","False"
"2887",11035,22518,"بازی",7,"INFLUENCE",54,10,"True","2021-12-11",0,4,1,"True","True","False"
"2890",16685,53754,"مدلینگ",6,"REACH",95,10,"True","2022-03-05",0,6,5,"True","True","False"
"2898",10164,31088,"بازی",10,"REACH",59,10,"True","2021-11-21",0,7,6,"True","True","False"
"2908",9821,4158,"مادر",6,"REACH",54,10,"True","2021-11-13",0,5,7,"True","True","True"
"2911",10582,31888,"پزشکی",15,"REACH",63,10,"True","2021-11-28",0,5,5,"True","True","False"
"2913",11979,40006,"عمومی",35,"REACH",25,10,"True","2021-12-19",0,5,4,"True","True","False"
"2914",11979,40006,"عمومی",3,"REACH",25,10,"True","2021-12-19",0,5,4,"True","True","False"
"2934",8404,22203,"کتاب",4,"INFLUENCE",47,10,"True","2021-10-02",0,5,5,"True","True","False"
"2949",16375,6744,"سبک",8,"INFLUENCE",95,10,"True","2022-03-03",0,6,5,"True","True","False"
"2953",9532,28893,"مادر",8,"REACH",16,10,"True","2021-11-06",0,6,6,"True","True","False"
"2960",14368,36117,"طراحی",33,"REACH",71,10,"True","2022-01-27",0,6,6,"True","True","False"
"2977",12189,39782,"سبک",1,"REACH",71,10,"True","2021-12-21",0,7,5,"True","True","False"
"2978",9397,26079,"پوشاک",6,"INFLUENCE",54,10,"True","2021-11-03",0,4,5,"True","True","False"
"2982",9399,24185,"مادر",2,"INFLUENCE",54,10,"True","2021-11-06",0,4,2,"True","True","True"
"2983",9398,5345,"مادر",6,"REACH",47,10,"True","2021-10-31",0,4,4,"True","True","False"
"3007",10723,11739,"سبک",6,"REACH",25,10,"False","2021-11-30",0,3,3,"True","True","False"
"3016",13416,34467,"سبک",6,"REACH",86,10,"True","2022-01-11",0,4,2,"True","True","False"
"3033",11724,36422,"مادر",6,"REACH",25,10,"True","2021-12-14",0,5,7,"True","True","True"
"3034",13121,16196,"رستوران",19,"REACH",69,10,"True","2022-01-06",0,6,6,"True","True","False"
"3043",14449,40663,"سفر",22,"REACH",86,10,"True","2022-01-29",0,4,5,"True","True","False"
"3065",14450,40663,"سفر",22,"REACH",86,10,"True","2022-01-30",0,5,6,"True","True","False"
"3083",14932,48103,"طنز",22,"REACH",95,10,"True","2022-02-06",0,6,4,"True","True","False"
"3090",16066,21462,"بازی",7,"REACH",104,10,"True","2022-02-23",0,5,5,"True","True","False"
"3119",11350,13081,"زبان",26,"INFLUENCE",47,10,"True","2021-12-11",0,6,6,"True","True","False"
"3120",13946,41515,"ورزشی",19,"REACH",59,10,"True","2022-01-22",0,5,5,"True","True","False"
"3131",12669,25137,"اخبار",11,"REACH",71,10,"True","2021-12-30",0,6,8,"True","True","False"
"3147",3452,8602,"خانواده",6,"REACH",5,10,"True","2021-02-02",0,7,7,"True","True","False"
"3152",10507,7381,"مادر",33,"REACH",67,10,"True","2021-11-27",0,7,7,"True","True","False"
"3181",9544,29390,"بازی",4,"REACH",25,10,"True","2021-11-06",0,5,5,"True","False","False"
"3182",9544,29390,"بازی",21,"REACH",25,10,"True","2021-11-06",0,5,5,"True","False","False"
"3204",13728,8847,"مادر",6,"REACH",86,10,"True","2022-01-16",0,5,5,"True","True","False"
"3237",17373,55891,"سبک",33,"REACH",47,10,"True","2022-03-15",0,4,4,"True","True","False"
"3238",17373,55891,"سبک",1,"REACH",47,10,"True","2022-03-15",0,4,4,"True","True","False"
"3246",12911,43896,"پزشکی",32,"REACH",47,10,"True","2022-01-03",0,4,4,"True","True","False"
"3291",10361,27809,"توصیه",15,"REACH",57,10,"True","2021-11-24",0,6,6,"True","True","False"
"3297",9929,30188,"آرایشی",3,"INFLUENCE",54,10,"True","2021-11-20",0,5,4,"True","True","False"
"3299",17103,51534,"موسیقی",1,"REACH",71,10,"True","2022-03-11",0,7,5,"True","True","True"
"3318",9408,28581,"دانستنی",8,"REACH",16,10,"True","2021-11-02",0,7,6,"True","True","False"
"3319",9407,24555,"آموزش",34,"REACH",16,10,"True","2021-11-01",0,7,7,"True","True","False"
"3320",9407,24555,"آموزش",5,"REACH",16,10,"True","2021-11-01",0,7,7,"True","True","False"
"3332",11361,37010,"بازی",7,"REACH",25,10,"True","2021-12-09",0,4,4,"True","True","False"
"3361",9915,23996,"رستوران",12,"REACH",54,10,"True","2021-11-15",0,4,3,"True","True","False"
"3363",11363,29861,"مادر",15,"INFLUENCE",25,10,"True","2021-12-12",0,5,3,"True","True","False"
"3364",11363,29861,"مادر",27,"INFLUENCE",25,10,"True","2021-12-12",0,5,3,"True","True","False"
"3365",11363,29861,"مادر",2,"INFLUENCE",25,10,"True","2021-12-12",0,5,3,"True","True","False"
"3370",11369,30056,"پوشاک",6,"REACH",25,10,"True","2021-12-09",0,4,4,"True","True","False"
"3380",12819,44081,"آرایشی",35,"INFLUENCE",54,10,"True","2022-01-04",0,4,4,"True","True","False"
"3394",10696,29139,"مادر",13,"REACH",25,10,"True","2021-12-02",0,6,5,"True","True","False"
"3401",11836,5544,"نرم",8,"INFLUENCE",25,10,"True","2021-12-18",0,4,4,"True","True","False"
"3407",7764,23852,"مادر",27,"REACH",16,10,"True","2021-09-14",0,6,5,"True","True","False"
"3412",9433,28842,"پوشاک",6,"REACH",25,10,"True","2021-11-01",0,6,6,"True","True","False"
"3416",11141,36895,"رستوران",32,"REACH",25,10,"True","2021-12-11",0,2,3,"True","True","False"
"3433",9437,25375,"تکنولوژی",7,"REACH",23,10,"True","2021-11-04",0,7,6,"True","True","False"
"3438",10903,31554,"مادر",31,"INFLUENCE",54,10,"False","2021-12-08",0,5,4,"True","True","False"
"3459",12545,32297,"کتاب",27,"REACH",63,10,"True","2021-12-30",0,6,6,"True","True","False"
"3481",11487,26084,"مادر",33,"REACH",47,10,"True","2021-12-11",0,5,5,"True","True","False"
"3492",11653,28797,"مدلینگ",6,"INFLUENCE",20,10,"True","2021-12-16",0,4,4,"True","True","False"
"3521",12027,38703,"اقتصادی",11,"INFLUENCE",47,10,"True","2021-12-22",0,3,3,"True","True","False"
"3523",15199,35558,"خودرو",7,"REACH",69,10,"True","2022-02-10",0,7,7,"True","True","True"
"3524",15199,35558,"خودرو",3,"REACH",69,10,"True","2022-02-10",0,7,7,"True","True","True"
"3525",15199,35558,"خودرو",33,"REACH",69,10,"True","2022-02-10",0,7,7,"True","True","True"
"3530",8268,18513,"سفر",9,"REACH",23,10,"False","2021-09-28",0,7,7,"True","True","False"
"3531",8268,18513,"سفر",22,"REACH",23,10,"False","2021-09-28",0,7,7,"True","True","False"
"3540",12005,36899,"رستوران",12,"REACH",25,10,"True","2021-12-19",0,3,4,"True","True","False"
"3562",12985,2448,"مدلینگ",6,"REACH",86,10,"True","2022-02-07",0,5,5,"True","True","False"
"3588",11573,38896,"پوشاک",6,"INFLUENCE",25,10,"True","2021-12-15",0,2,2,"True","True","False"
"3589",11573,38896,"پوشاک",1,"INFLUENCE",25,10,"True","2021-12-15",0,2,2,"True","True","False"
"3590",14944,45664,"سلامت",12,"REACH",67,10,"True","2022-02-06",0,4,4,"True","True","False"
"3594",11294,14919,"ورزشی",13,"REACH",5,10,"True","2021-12-10",0,7,6,"True","True","False"
"3599",4050,9715,"آشپزی",30,"REACH",28,10,"True","2021-03-14",0,5,6,"True","True","False"
"3607",12992,31945,"سبک",33,"REACH",47,10,"True","2022-01-04",0,4,5,"True","True","False"
"3613",17375,7452,"پوشاک",1,"REACH",72,10,"True","2022-03-16",0,5,5,"True","True","False"
"3615",12040,24718,"سبک",3,"REACH",47,10,"True","2021-12-19",0,4,4,"True","True","False"
"3628",11913,31434,"مادر",1,"REACH",25,10,"True","2021-12-18",0,5,5,"True","True","False"
"3671",14717,12844,"کارآفرینی",30,"REACH",67,10,"True","2022-02-02",0,4,4,"True","True","False"
"3674",13553,29047,"سبک",33,"REACH",86,10,"True","2022-01-14",0,3,8,"True","True","False"
"3683",11671,39512,"ورزشی",6,"INFLUENCE",25,10,"True","2021-12-17",0,3,4,"True","True","False"
"3711",11925,32168,"سبک",6,"REACH",25,10,"True","2021-12-17",0,3,3,"True","True","False"
"3745",6617,22099,"آشپزی",12,"REACH",23,10,"True","2021-08-01",0,6,6,"True","True","False"
"3746",6617,22099,"آشپزی",8,"REACH",23,10,"True","2021-08-01",0,6,6,"True","True","False"
"3751",16809,15156,"روان‌شناسی",27,"REACH",71,10,"True","2022-03-07",0,6,5,"True","True","False"
"3755",13745,20036,"مذهبی",27,"REACH",67,10,"True","2022-01-18",0,4,4,"True","True","False"
"3765",13006,27674,"رستوران",12,"REACH",54,10,"True","2022-01-07",0,5,5,"True","True","False"
"3793",12622,43390,"آشپزی",3,"INFLUENCE",54,10,"True","2022-01-01",0,5,5,"True","True","False"
"3794",12622,43390,"آشپزی",32,"INFLUENCE",54,10,"True","2022-01-01",0,5,5,"True","True","False"
"3825",13617,7007,"شعر",4,"REACH",67,10,"True","2022-01-15",0,4,4,"True","True","False"
"3828",14790,29740,"آرایشی",5,"REACH",59,10,"True","2022-02-03",0,7,6,"True","True","False"
"3829",13035,15031,"رمزارز",19,"REACH",67,10,"True","2022-01-04",0,4,4,"True","True","False"
"3830",13035,15031,"رمزارز",11,"REACH",67,10,"True","2022-01-04",0,4,4,"True","True","False"
"3868",14805,42627,"ورزشی",19,"REACH",59,10,"True","2022-02-03",0,10,10,"True","True","False"
"3915",14437,29257,"آشپزی",33,"REACH",95,10,"True","2022-01-29",0,6,4,"True","True","False"
"3931",11615,4686,"سبک",16,"REACH",25,10,"True","2021-12-13",0,3,4,"True","True","False"
"3957",13702,44816,"ساخت",28,"REACH",69,10,"True","2022-01-16",0,7,6,"True","True","False"
"3958",13702,44816,"ساخت",7,"REACH",69,10,"True","2022-01-16",0,7,6,"True","True","False"
"3976",17274,55738,"طنز",28,"REACH",95,10,"True","2022-03-13",0,6,6,"True","True","False"
"3998",17253,25278,"انگیزشی",8,"REACH",59,10,"True","2022-03-13",0,7,6,"True","True","False"
"4035",14482,8891,"آشپزی",5,"INFLUENCE",86,10,"True","2022-02-01",0,6,6,"True","True","False"
"4071",12940,1048,"کارآفرینی",34,"REACH",5,10,"True","2022-01-03",0,8,8,"True","True","False"
"4072",12940,1048,"کارآفرینی",8,"REACH",5,10,"True","2022-01-03",0,8,8,"True","True","False"
"4079",15298,47892,"روان‌شناسی",8,"REACH",69,10,"True","2022-02-12",0,7,7,"True","True","False"
"4113",6147,16196,"طنز",19,"INFLUENCE",20,10,"True","2021-07-13",0,5,6,"True","True","False"
"4148",13550,28219,"یادگیری",16,"REACH",86,10,"True","2022-01-13",0,7,5,"True","True","False"
"4180",7969,24541,"مادر",2,"INFLUENCE",25,10,"True","2021-09-19",0,4,4,"True","True","False"
"4213",13498,23322,"سبک",31,"REACH",86,10,"True","2022-01-15",0,4,5,"True","True","True"
"4227",7716,10732,"سبک",6,"REACH",47,10,"True","2021-09-12",0,4,4,"True","True","True"
"4229",15355,16501,"مادر",6,"INFLUENCE",86,10,"True","2022-02-16",0,5,5,"True","True","False"
"4233",17425,52374,"بازاریابی",5,"INFLUENCE",47,10,"True","2022-03-19",0,2,4,"True","True","False"
"4234",17354,55248,"مادر",6,"REACH",95,10,"True","2022-03-15",0,6,5,"True","True","False"
"4236",13333,43207,"فال",27,"REACH",74,0,"True","2022-01-10",0,7,4,"True","True","False"
"4243",15996,29030,"عکاسی",31,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4244",15996,29030,"عکاسی",13,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4245",15996,29030,"عکاسی",10,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4246",15996,29030,"عکاسی",36,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4247",15996,29030,"عکاسی",33,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4250",16537,8333,"خودرو",19,"REACH",57,10,"True","2022-03-03",0,4,2,"True","True","False"
"4270",14022,21763,"مادر",1,"REACH",72,10,"True","2022-01-22",0,5,5,"True","True","False"
"4297",13824,47171,"کارآفرینی",31,"REACH",59,10,"True","2022-01-18",0,6,6,"True","True","False"
"4348",2543,382,"خانه",33,"REACH",5,10,"True","2020-12-13",0,7,7,"True","True","False"
"4395",14515,8324,"مادر",33,"REACH",95,10,"True","2022-02-02",0,8,7,"True","True","False"
"4458",15784,53083,"یادگیری",8,"REACH",95,10,"True","2022-02-20",0,6,7,"True","True","False"
"4469",20181,27679,"توصیه",3,"INFLUENCE",54,10,"True","2022-05-25",0,4,4,"True","True","False"
"4492",8570,25070,"مادر",33,"INFLUENCE",25,10,"True","2021-10-07",0,5,7,"True","True","False"
"4498",13982,8891,"انگیزشی",9,"INFLUENCE",86,10,"True","2022-01-23",0,6,6,"True","True","False"
"4517",17186,38939,"رمزارز",19,"REACH",71,10,"True","2022-03-12",0,7,5,"True","True","False"
"4525",14509,8549,"آشپزی",6,"REACH",67,10,"True","2022-01-30",0,4,4,"True","True","False"
"4536",15797,24157,"سبک",32,"REACH",95,10,"True","2022-02-20",0,7,6,"True","True","False"
"4545",14399,32616,"سبک",5,"REACH",86,10,"True","2022-01-30",0,6,5,"True","True","False"
"4590",12039,41121,"بازاریابی",34,"REACH",47,10,"True","2021-12-19",0,4,4,"True","True","False"
"4591",11720,26923,"رمزارز",19,"REACH",63,10,"True","2021-12-14",0,5,4,"True","True","False"
"4645",14927,30821,"رمزارز",19,"REACH",57,10,"True","2022-02-07",0,5,3,"True","True","False"
"4660",5537,16551,"آموزش",8,"REACH",5,10,"True","2021-06-30",0,7,6,"True","True","False"
"4678",9199,28241,"رستوران",12,"REACH",25,10,"True","2021-10-26",0,6,6,"True","True","False"
"4679",15716,10804,"طنز",15,"INFLUENCE",54,10,"True","2022-02-20",0,6,7,"True","True","False"
"4680",14661,43511,"آرایشی",3,"INFLUENCE",86,10,"True","2022-02-04",0,4,5,"True","True","False"
"4687",3783,10064,"آشپزی",15,"REACH",23,10,"True","2021-02-21",0,4,4,"True","True","False"
"4725",17268,53869,"شبکه",9,"REACH",95,10,"True","2022-03-13",0,6,6,"True","True","True"
"4733",14610,6744,"سینما",8,"REACH",95,10,"True","2022-01-31",0,6,6,"True","True","False"
"4782",3958,8991,"مالی",11,"REACH",28,10,"True","2021-03-08",0,6,5,"True","True","False"
"4785",4010,11353,"آموزش",31,"REACH",25,10,"True","2021-03-11",0,7,7,"True","True","False"
"4797",16603,51775,"پوشاک",6,"REACH",86,10,"True","2022-03-03",0,5,5,"True","True","False"
"4807",15122,39053,"خانواده",6,"INFLUENCE",54,10,"True","2022-02-11",0,5,5,"True","True","False"
"4816",17010,54953,"مادر",3,"INFLUENCE",95,10,"True","2022-03-12",0,6,5,"True","True","False"
"4817",17010,54953,"مادر",35,"INFLUENCE",95,10,"True","2022-03-12",0,6,5,"True","True","False"
"4842",15126,40247,"رستوران",12,"INFLUENCE",86,10,"True","2022-02-11",0,4,5,"True","True","False"
"4843",15126,40247,"رستوران",33,"INFLUENCE",86,10,"True","2022-02-11",0,4,5,"True","True","False"
"4899",14657,40663,"سفر",22,"REACH",86,10,"True","2022-02-01",0,5,7,"True","True","False"
"4908",15016,6744,"مالی",8,"REACH",16,10,"True","2022-02-06",0,6,8,"True","True","False"
"4919",10429,25803,"عمومی",15,"REACH",63,10,"True","2021-11-25",0,6,6,"True","True","False"
"4942",4255,12632,"ورزش",15,"REACH",28,10,"True","2021-04-10",0,6,5,"True","True","False"
"4950",8822,27142,"سرگرمی",10,"REACH",23,10,"True","2021-10-13",0,7,7,"True","True","False"
"4951",8822,27142,"سرگرمی",22,"REACH",23,10,"True","2021-10-13",0,7,7,"True","True","False"
"4969",4341,13082,"سفر",13,"REACH",23,10,"True","2021-04-14",0,3,4,"True","True","False"
"4988",4469,9014,"تکنولوژی",10,"REACH",25,10,"True","2021-04-21",0,4,4,"True","True","False"
"4999",14942,2249,"یادگیری",4,"INFLUENCE",86,10,"True","2022-02-09",0,5,4,"True","True","False"
"5011",4709,14063,"تغذیه",15,"REACH",25,10,"True","2021-05-06",0,7,6,"True","True","False"
"5074",15021,36117,"طراحی",33,"REACH",71,10,"True","2022-02-07",0,5,6,"True","True","False"
"5107",15052,40202,"پوشاک",36,"REACH",86,10,"True","2022-02-07",0,5,4,"True","True","False"
"5108",15052,40202,"پوشاک",6,"REACH",86,10,"True","2022-02-07",0,5,4,"True","True","False"
"5198",14976,50766,"اخبار",31,"REACH",96,10,"True","2022-02-06",0,5,4,"True","True","False"
"5231",14353,39748,"انگیزشی",8,"REACH",59,10,"True","2022-01-29",0,4,4,"True","True","False"
"5241",13930,44816,"وسایل",28,"REACH",59,10,"True","2022-01-22",0,7,6,"True","True","False"
"5242",13930,44816,"وسایل",7,"REACH",59,10,"True","2022-01-22",0,7,6,"True","True","False"
"5297",16286,16040,"صنایع",1,"REACH",86,10,"True","2022-02-27",0,6,6,"True","True","False"
"5298",16286,16040,"صنایع",33,"REACH",86,10,"True","2022-02-27",0,6,6,"True","True","False"
"5307",16060,44861,"مادر",36,"REACH",95,10,"True","2022-02-23",0,6,7,"True","True","False"
"5313",15419,31619,"طراحی",33,"REACH",95,10,"False","2022-02-14",0,7,5,"True","True","False"
"5338",15497,52363,"رستوران",16,"REACH",95,10,"True","2022-02-15",0,6,6,"True","True","True"
"5352",12347,28422,"آشپزی",6,"REACH",20,10,"True","2021-12-25",0,4,3,"True","True","False"
"5369",13257,42760,"توصیه",20,"REACH",57,10,"True","2022-01-11",0,5,5,"True","True","False"
"5394",15654,46051,"مادر",6,"REACH",95,10,"True","2022-02-17",0,6,5,"True","True","False"
"5398",5691,20023,"آشپزی",3,"REACH",5,10,"True","2021-06-28",0,6,6,"True","True","False"
"5413",14990,48171,"طراحی",25,"REACH",69,10,"True","2022-02-09",0,7,7,"True","True","False"
"5479",15521,41680,"سفر",22,"REACH",57,10,"True","2022-02-15",0,4,7,"True","True","False"
"5480",15521,41680,"سفر",6,"REACH",57,10,"True","2022-02-15",0,4,7,"True","True","False"
"5481",15521,41680,"سفر",20,"REACH",57,10,"True","2022-02-15",0,4,7,"True","True","False"
"5506",16105,44816,"وسایل",28,"REACH",59,10,"True","2022-02-23",0,7,6,"True","True","False"
"5507",16105,44816,"وسایل",7,"REACH",59,10,"True","2022-02-23",0,7,6,"True","True","False"
"5525",16627,7944,"بدنسازی",23,"REACH",59,10,"True","2022-03-05",0,6,6,"True","True","False"
"5526",16627,7944,"بدنسازی",24,"REACH",59,10,"True","2022-03-05",0,6,6,"True","True","False"
"5531",16919,51534,"عمومی",1,"REACH",71,10,"True","2022-03-11",0,6,3,"True","True","False"
"5557",13210,11324,"روان‌شناسی",27,"REACH",57,10,"True","2022-01-08",0,5,5,"True","True","False"
"5565",17259,53835,"رمزارز",19,"REACH",67,10,"True","2022-03-13",0,4,4,"True","True","False"
"5600",8690,27041,"کتاب",31,"REACH",5,10,"True","2021-10-09",0,6,6,"True","True","False"
"5635",9296,28570,"ورزشی",33,"REACH",16,10,"True","2021-10-28",0,5,5,"True","True","False"
"5636",9296,28570,"ورزشی",16,"REACH",16,10,"True","2021-10-28",0,5,5,"True","True","False"
"5661",12855,6972,"مدلینگ",9,"INFLUENCE",54,10,"True","2022-01-05",0,7,5,"True","True","True"
"5667",13403,25913,"مادر",1,"INFLUENCE",47,10,"True","2022-01-14",0,5,8,"True","True","False"
"5691",15850,47886,"مدلینگ",6,"REACH",95,10,"True","2022-02-22",0,5,4,"True","True","False"
"5705",9227,28484,"خودرو",29,"REACH",5,10,"True","2021-10-26",0,7,7,"True","True","False"
"5727",15254,42627,"اقتصادی",19,"REACH",59,10,"True","2022-02-10",0,10,10,"True","True","False"
"5757",10993,32575,"مادر",15,"INFLUENCE",54,10,"False","2021-12-09",0,3,3,"True","True","False"
"5763",15315,51092,"سبک",32,"INFLUENCE",95,10,"True","2022-02-14",0,6,6,"True","True","False"
"5788",16951,3492,"کتاب",9,"REACH",5,10,"True","2022-03-08",0,6,6,"True","True","False"
"5789",16951,3492,"کتاب",8,"REACH",5,10,"True","2022-03-08",0,6,6,"True","True","False"
"5792",15092,41502,"عمومی",15,"REACH",71,10,"True","2022-02-12",0,7,7,"True","True","False"
"5793",15092,41502,"عمومی",32,"REACH",71,10,"True","2022-02-12",0,7,7,"True","True","False"
"5805",9643,24754,"طراحی",16,"REACH",61,10,"True","2021-11-13",0,8,8,"True","True","False"
"5806",9643,24754,"طراحی",28,"REACH",61,10,"True","2021-11-13",0,8,8,"True","True","False"
"5807",9643,24754,"طراحی",31,"REACH",61,10,"True","2021-11-13",0,8,8,"True","True","False"
"5809",16619,26272,"پوشاک",6,"INFLUENCE",95,10,"True","2022-03-06",0,6,4,"True","True","True"
"5900",13028,31434,"مادر",2,"INFLUENCE",47,10,"True","2022-01-07",0,4,4,"True","True","False"
"5914",6614,2774,"مد",6,"REACH",25,10,"True","2021-07-30",0,5,5,"True","True","False"
"5917",16235,53938,"سینما",33,"REACH",67,10,"True","2022-02-26",1770000,4,4,"True","True","False"
"5940",15326,49595,"دانستنی",3,"REACH",67,10,"True","2022-02-12",0,4,4,"True","True","False"
"5953",17211,9064,"کتاب",5,"REACH",95,10,"True","2022-03-25",0,6,4,"True","True","False"
"6000",11528,32297,"کتاب",27,"REACH",63,10,"True","2021-12-20",0,6,5,"True","True","False"
"6008",16858,49595,"عمومی",3,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6009",16858,49595,"عمومی",32,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6016",16090,49595,"عمومی",3,"REACH",67,10,"True","2022-02-23",0,4,4,"True","True","False"
"6043",4214,10134,"آموزش",19,"REACH",28,10,"True","2021-04-04",0,6,5,"True","True","False"
"6051",16104,11225,"عمومی",37,"INFLUENCE",95,10,"True","2022-02-26",0,7,8,"True","True","False"
"6052",16104,11225,"عمومی",27,"INFLUENCE",95,10,"True","2022-02-26",0,7,8,"True","True","False"
"6109",14980,41680,"ورزشی",6,"REACH",69,10,"True","2022-02-06",0,7,7,"True","True","False"
"6110",14980,41680,"ورزشی",22,"REACH",69,10,"True","2022-02-06",0,7,7,"True","True","False"
"6111",14980,41680,"ورزشی",20,"REACH",69,10,"True","2022-02-06",0,7,7,"True","True","False"
"6114",16852,49595,"عمومی",3,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6115",16852,49595,"عمومی",32,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6165",5585,18861,"ورزش",13,"INFLUENCE",23,10,"True","2021-06-23",0,5,5,"True","True","False"
"6166",5585,18861,"ورزش",1,"INFLUENCE",23,10,"True","2021-06-23",0,5,5,"True","True","False"
