"","ID","Media.App.Media...Media...Publisher.ID","Total.Likes","Total.Views","Price","Total.Interactions","Total.Reach","Publisher.Price","Media.Plan.Price","Has.Paid.Partnership","Media.App.Media.Plan...Media.Plan...Content.Type","Media.App.Media.Plan...Media.Plan...Campaign.Type","Media.App.Media.Plan...Media.Plan...Is.Vip","Media.App.Media.Category...Media.Category...ID","Media.App.Media...Media...Is.Influencer","Media.App.Media...Media...Is.Private","Media.App.Media...Media...Is.Celebrity","Media.App.Media.Category...Media.Category...Title"
"49586",2207117,48523,135,0,66549,140,10243,43000,8521,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"49587",2207117,48523,135,0,66549,140,10243,43000,8521,"False","POST","REACH","False",58,"False","False","False","Fun"
"55107",1171748,48523,788,0,122061,890,22413,123500,5446,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"55108",1171748,48523,788,0,122061,890,22413,123500,5446,"False","POST","REACH","False",58,"False","False","False","Fun"
"85240",2189280,48523,214,2714,72609,222,10243,42000,9574,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"85241",2189280,48523,214,2714,72609,222,10243,42000,9574,"False","POST","REACH","False",58,"False","False","False","Fun"
"85603",1181468,48523,721,0,238437,881,26493,146000,9000,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"85604",1181468,48523,721,0,238437,881,26493,146000,9000,"False","POST","REACH","False",58,"False","False","False","Fun"
"86212",1251593,48523,362,5217,118800,444,11880,65500,10000,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"86213",1251593,48523,362,5217,118800,444,11880,65500,10000,"False","POST","REACH","False",58,"False","False","False","Fun"
"87464",1312749,48523,186,0,71440,189,13087,39500,10000,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"87465",1312749,48523,186,0,71440,189,13087,39500,10000,"False","POST","REACH","False",58,"False","False","False","Fun"
"87934",1305187,48523,252,0,85051,270,13164,49000,9565,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"87935",1305187,48523,252,0,85051,270,13164,49000,9565,"False","POST","REACH","False",58,"False","False","False","Fun"
"88480",1280171,48523,315,5224,127613,349,13164,71500,9824,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"88481",1280171,48523,315,5224,127613,349,13164,71500,9824,"False","POST","REACH","False",58,"False","False","False","Fun"
"88795",1689706,48523,308,0,116954,396,21759,120000,5375,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"88796",1689706,48523,308,0,116954,396,21759,120000,5375,"False","POST","REACH","False",58,"False","False","False","Fun"
"95430",1258415,48523,415,0,100609,784,19062,105000,5278,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"95431",1258415,48523,415,0,100609,784,19062,105000,5278,"False","POST","REACH","False",58,"False","False","False","Fun"
"99014",2161533,48523,110,1127,54574,117,10402,31500,9615,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"99015",2161533,48523,110,1127,54574,117,10402,31500,9615,"False","POST","REACH","False",58,"False","False","False","Fun"
"103143",1838814,48523,375,0,131135,459,16703,92000,7851,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"103144",1838814,48523,375,0,131135,459,16703,92000,7851,"False","POST","REACH","False",58,"False","False","False","Fun"
"103360",2157375,48523,193,3432,75245,205,11513,50500,8229,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"103361",2157375,48523,193,3432,75245,205,11513,50500,8229,"False","POST","REACH","False",58,"False","False","False","Fun"
"103767",1313904,48523,153,0,81955,160,13312,50000,9016,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"103768",1313904,48523,153,0,81955,160,13312,50000,9016,"False","POST","REACH","False",58,"False","False","False","Fun"
"104166",1320631,48523,241,3206,82802,265,13087,48000,9523,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"104167",1320631,48523,241,3206,82802,265,13087,48000,9523,"False","POST","REACH","False",58,"False","False","False","Fun"
"105412",1888936,48523,106,0,65812,106,10237,39000,9375,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"105413",1888936,48523,106,0,65812,106,10237,39000,9375,"False","POST","REACH","False",58,"False","False","False","Fun"
"105486",1277379,48523,224,0,90540,234,9054,50000,10000,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"105487",1277379,48523,224,0,90540,234,9054,50000,10000,"False","POST","REACH","False",58,"False","False","False","Fun"
"105713",1713760,48523,129,1066,48492,131,5705,31500,8500,"False","POST","REACH","False",54,"False","False","False","Cinema-Theatre-TVSeries"
"105714",1713760,48523,129,1066,48492,131,5705,31500,8500,"False","POST","REACH","False",58,"False","False","False","Fun"
"10345",2884033,50501,56,0,50000,95,3527,50000,50000,"False","POST","REACH","False",106,"False","False","False","General"
"26974",2884494,50501,49,0,100000,72,4299,100000,1e+05,"False","POST","REACH","False",106,"False","False","False","General"
"33092",2709989,50501,60,0,30000,90,11330,30000,30000,"False","POST","REACH","False",106,"False","False","False","General"
"35526",2713037,50501,95,0,30000,105,2268,30000,30000,"False","POST","REACH","False",106,"False","False","False","General"
"40156",2515744,50501,73,0,30000,102,2667,30000,30000,"False","POST","REACH","False",106,"False","False","False","General"
"47072",2834613,50501,43,0,50000,62,2980,50000,50000,"False","POST","REACH","False",106,"False","False","False","General"
"48190",2762045,50501,15,0,50000,578,4607,50000,50000,"False","POST","REACH","False",106,"False","False","False","General"
"49744",2735911,50501,36,0,30000,54,17520,30000,30000,"False","POST","REACH","False",106,"False","False","False","General"
"80566",2576922,50501,226,0,30000,324,3821,30000,30000,"False","POST","REACH","False",106,"False","False","False","General"
"119540",2966977,50501,51,0,100000,59,2623,100000,1e+05,"False","POST","REACH","False",106,"False","False","False","General"
"54",2417332,30837,4,0,11322,216,2269,6000,11111,"False","POST","REACH","False",95,"False","False","False","Family"
"869",2741308,30837,343,0,126213,762,14431,121500,8746,"False","POST","REACH","False",95,"False","False","False","Family"
"870",2741308,30837,343,0,126213,762,14431,121500,8746,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"871",2741308,30837,343,0,126213,762,14431,121500,8746,"False","POST","REACH","False",24,"False","False","False","Learning"
"1188",643390,30837,23,742,29000,27,3696,21000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"1289",542172,30837,24,0,42299,26,6302,35500,6712,"False","POST","REACH","False",95,"False","False","False","Family"
"1338",1096394,30837,29,0,25088,30,3644,18000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"1662",2449513,30837,24,605,23018,240,4376,12000,11538,"False","POST","REACH","False",95,"False","False","False","Family"
"1663",2449513,30837,24,605,23018,240,4376,12000,11538,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"1664",2449513,30837,24,605,23018,240,4376,12000,11538,"False","POST","REACH","False",24,"False","False","False","Learning"
"1777",1153704,30837,104,0,26890,125,4464,26000,6219,"False","POST","REACH","False",95,"False","False","False","Family"
"1778",1153704,30837,104,0,26890,125,4464,26000,6219,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"1779",1153704,30837,104,0,26890,125,4464,26000,6219,"False","POST","REACH","False",24,"False","False","False","Learning"
"1907",516946,30837,22,700,31000,24,3900,22000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"2023",502010,30837,34,636,27000,35,3391,19000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"2055",513617,30837,24,0,24000,28,3085,18000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"2223",2033955,30837,67,1134,41598,211,5505,26500,9565,"False","POST","REACH","False",95,"False","False","False","Family"
"2224",2033955,30837,67,1134,41598,211,5505,26500,9565,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"2225",2033955,30837,67,1134,41598,211,5505,26500,9565,"False","POST","REACH","False",24,"False","False","False","Learning"
"2267",2364593,30837,15,386,14303,247,2424,7500,10869,"False","POST","REACH","False",95,"False","False","False","Family"
"2283",2785495,30837,77,0,48573,341,4451,37500,10913,"False","POST","REACH","False",106,"False","False","False","General"
"2545",2549349,30837,369,0,61541,947,9649,43500,6378,"False","POST","REACH","False",106,"False","False","False","General"
"2630",626239,30837,128,0,33000,142,4235,26000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"2631",626239,30837,128,0,33000,142,4235,26000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"2632",626239,30837,128,0,33000,142,4235,26000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"2701",1173186,30837,68,0,28528,77,4543,21500,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"2702",1173186,30837,68,0,28528,77,4543,21500,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"2703",1173186,30837,68,0,28528,77,4543,21500,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"2769",1189133,30837,75,0,18394,87,3634,13500,6280,"False","POST","REACH","False",106,"False","False","False","General"
"2773",1189168,30837,75,0,28404,89,4537,27500,6280,"False","POST","REACH","False",95,"False","False","False","Family"
"2774",1189168,30837,75,0,28404,89,4537,27500,6280,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"2775",1189168,30837,75,0,28404,89,4537,27500,6280,"False","POST","REACH","False",24,"False","False","False","Learning"
"2778",1613802,30837,63,0,28000,165,3696,13000,10000,"False","POST","REACH","False",106,"False","False","False","General"
"3236",1252843,30837,8,268,21702,8,3051,13000,9523,"False","POST","REACH","False",95,"False","False","False","Family"
"3333",740738,30837,95,1032,35000,114,3961,24000,9000,"False","POST","REACH","False",95,"False","False","False","Family"
"3334",740738,30837,95,1032,35000,114,3961,24000,9000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"3335",740738,30837,95,1032,35000,114,3961,24000,9000,"False","POST","REACH","False",24,"False","False","False","Learning"
"3372",714067,30837,37,0,38879,39,4924,28000,7896,"False","POST","REACH","False",95,"False","False","False","Family"
"3730",2549502,30837,19,0,8285,256,1833,7500,6378,"False","POST","REACH","False",95,"False","False","False","Family"
"3911",771963,30837,24,0,43061,25,3751,21500,11480,"False","POST","REACH","False",95,"False","False","False","Family"
"4107",769095,30837,23,0,26136,24,3612,20500,7236,"False","POST","REACH","False",95,"False","False","False","Family"
"4295",1357490,30837,12,265,17487,12,3040,11000,9000,"False","POST","REACH","False",95,"False","False","False","Family"
"4681",731520,30837,65,0,34000,68,4551,28000,7500,"False","POST","REACH","False",95,"False","False","False","Family"
"4682",731520,30837,65,0,34000,68,4551,28000,7500,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"4683",731520,30837,65,0,34000,68,4551,28000,7500,"False","POST","REACH","False",24,"False","False","False","Learning"
"4744",2549498,30837,451,0,75981,944,11913,71500,6378,"False","POST","REACH","False",95,"False","False","False","Family"
"4745",2549498,30837,451,0,75981,944,11913,71500,6378,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"4746",2549498,30837,451,0,75981,944,11913,71500,6378,"False","POST","REACH","False",24,"False","False","False","Learning"
"5082",1446309,30837,29,0,26163,32,3434,19500,7619,"False","POST","REACH","False",95,"False","False","False","Family"
"5118",1442658,30837,161,2459,47040,195,5454,25000,8625,"False","POST","REACH","False",106,"False","False","False","General"
"5353",973221,30837,30,0,26000,32,3811,18500,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"5388",1446333,30837,85,0,35687,95,4684,28500,7619,"False","POST","REACH","False",95,"False","False","False","Family"
"5389",1446333,30837,85,0,35687,95,4684,28500,7619,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"5390",1446333,30837,85,0,35687,95,4684,28500,7619,"False","POST","REACH","False",24,"False","False","False","Learning"
"5619",1064348,30837,153,0,29076,159,3783,17500,7686,"False","POST","REACH","False",106,"False","False","False","General"
"5707",2364633,30837,33,628,13879,212,3890,6000,10869,"False","POST","REACH","False",106,"False","False","False","General"
"5710",1017011,30837,71,0,18624,76,3345,10500,8000,"False","POST","REACH","False",106,"False","False","False","General"
"6093",1048041,30837,45,0,31096,46,4590,23500,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"6094",1048041,30837,45,0,31096,46,4590,23500,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"6095",1048041,30837,45,0,31096,46,4590,23500,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"6119",1051221,30837,113,0,26948,119,3941,18000,6838,"False","POST","REACH","False",106,"False","False","False","General"
"6149",1046629,30837,49,0,28624,50,4590,21500,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"6150",1046629,30837,49,0,28624,50,4590,21500,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"6151",1046629,30837,49,0,28624,50,4590,21500,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"6680",2918177,30837,20,0,70000,41,4700,70000,70000,"False","POST","REACH","False",106,"False","False","False","General"
"6710",1017431,30837,45,606,24904,48,4647,19000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"6711",1017431,30837,45,606,24904,48,4647,19000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"6712",1017431,30837,45,606,24904,48,4647,19000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"6755",2366436,30837,124,0,71752,431,7236,43500,9916,"False","POST","REACH","False",95,"False","False","False","Family"
"6756",2366436,30837,124,0,71752,431,7236,43500,9916,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"6757",2366436,30837,124,0,71752,431,7236,43500,9916,"False","POST","REACH","False",24,"False","False","False","Learning"
"6778",2417579,30837,5,0,11055,236,2269,6000,11111,"False","POST","REACH","False",95,"False","False","False","Family"
"7020",1105008,30837,21,0,24400,21,3310,17500,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"7439",1057270,30837,42,576,23600,47,4497,18000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"7440",1057270,30837,42,576,23600,47,4497,18000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"7441",1057270,30837,42,576,23600,47,4497,18000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"7783",2754235,30837,68,0,27642,433,5784,20000,11713,"False","POST","REACH","False",95,"False","False","False","Family"
"7784",2754235,30837,68,0,27642,433,5784,20000,11713,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"7785",2754235,30837,68,0,27642,433,5784,20000,11713,"False","POST","REACH","False",24,"False","False","False","Learning"
"7990",1006359,30837,58,409,20360,63,4174,11500,8000,"False","POST","REACH","False",106,"False","False","False","General"
"8080",1032129,30837,15,0,18292,16,3908,18000,5765,"False","POST","REACH","False",95,"False","False","False","Family"
"8193",1041174,30837,64,752,21632,66,3287,12500,8000,"False","POST","REACH","False",106,"False","False","False","General"
"8353",1970424,30837,6,0,14655,120,5487,9500,9523,"False","POST","REACH","False",95,"False","False","False","Family"
"8354",1970424,30837,6,0,14655,120,5487,9500,9523,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"8355",1970424,30837,6,0,14655,120,5487,9500,9523,"False","POST","REACH","False",24,"False","False","False","Learning"
"8356",1970347,30837,2,0,12389,2,2887,7500,9523,"False","POST","REACH","False",95,"False","False","False","Family"
"8912",1871980,30837,41,0,20380,277,5651,12500,10000,"False","POST","REACH","False",95,"False","False","False","Family"
"8913",1871980,30837,41,0,20380,277,5651,12500,10000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"8914",1871980,30837,41,0,20380,277,5651,12500,10000,"False","POST","REACH","False",24,"False","False","False","Learning"
"9390",2449518,30837,18,591,22960,231,2033,11500,11538,"False","POST","REACH","False",95,"False","False","False","Family"
"9499",2755182,30837,100,0,73412,397,5873,49500,12500,"False","POST","REACH","False",95,"False","False","False","Family"
"9500",2755182,30837,100,0,73412,397,5873,49500,12500,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"9501",2755182,30837,100,0,73412,397,5873,49500,12500,"False","POST","REACH","False",24,"False","False","False","Learning"
"9752",1155725,30837,123,0,24700,142,3538,16000,7104,"False","POST","REACH","False",106,"False","False","False","General"
"9969",1164046,30837,43,696,29960,45,4537,22500,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"9970",1164046,30837,43,696,29960,45,4537,22500,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"9971",1164046,30837,43,696,29960,45,4537,22500,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"9987",1313775,30837,29,0,40617,30,4505,25500,9016,"False","POST","REACH","False",95,"False","False","False","Family"
"10401",1119537,30837,20,483,21123,20,3220,13500,9000,"False","POST","REACH","False",95,"False","False","False","Family"
"10554",2417648,30837,18,0,14788,250,4765,8000,11111,"False","POST","REACH","False",95,"False","False","False","Family"
"10555",2417648,30837,18,0,14788,250,4765,8000,11111,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"10556",2417648,30837,18,0,14788,250,4765,8000,11111,"False","POST","REACH","False",24,"False","False","False","Learning"
"10819",2939166,30837,28,0,70000,39,2231,70000,70000,"False","POST","REACH","False",106,"False","False","False","General"
"11228",2252226,30837,76,0,32244,190,4408,20000,7315,"False","POST","REACH","False",106,"False","False","False","General"
"11903",2284904,30837,192,0,48476,505,9877,44500,4908,"False","POST","REACH","False",106,"False","False","False","General"
"12231",2413784,30837,32,0,18656,269,4397,10000,11538,"False","POST","REACH","False",95,"False","False","False","Family"
"12232",2413784,30837,32,0,18656,269,4397,10000,11538,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"12233",2413784,30837,32,0,18656,269,4397,10000,11538,"False","POST","REACH","False",24,"False","False","False","Learning"
"12275",2417368,30837,39,0,14355,265,4232,6000,11111,"False","POST","REACH","False",106,"False","False","False","General"
"12287",1097647,30837,24,175,8782,28,2780,5500,7500,"False","POST","REACH","False",106,"False","False","False","General"
"12288",1206993,30837,59,746,26960,63,4538,20500,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"12289",1206993,30837,59,746,26960,63,4538,20500,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"12290",1206993,30837,59,746,26960,63,4538,20500,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"12405",2754178,30837,108,0,57288,402,5408,41500,11713,"False","POST","REACH","False",106,"False","False","False","General"
"12620",908666,30837,72,0,100000,0,4870,100000,1e+05,"False","POST","REACH","False",95,"False","False","False","Family"
"12621",908666,30837,72,0,100000,0,4870,100000,1e+05,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"12622",908666,30837,72,0,100000,0,4870,100000,1e+05,"False","POST","REACH","False",24,"False","False","False","Learning"
"13256",711299,30837,50,1509,33000,53,4127,24000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"13299",1369177,30837,14,668,19530,14,3040,11000,10000,"False","POST","REACH","False",95,"False","False","False","Family"
"13760",782065,30837,57,896,35000,62,4417,27000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"13761",782065,30837,57,896,35000,62,4417,27000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"13762",782065,30837,57,896,35000,62,4417,27000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"13763",782053,30837,15,582,25000,15,3145,18000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"13772",859493,30837,25,0,35686,26,4785,27000,7458,"False","POST","REACH","False",95,"False","False","False","Family"
"13789",1301247,30837,254,0,44173,292,10261,46500,4305,"False","POST","REACH","False",106,"False","False","False","General"
"13838",787516,30837,60,0,38000,60,4816,29000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"13839",787516,30837,60,0,38000,60,4816,29000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"13840",787516,30837,60,0,38000,60,4816,29000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"13888",1094509,30837,59,596,15880,66,3232,9000,8000,"False","POST","REACH","False",106,"False","False","False","General"
"13894",687475,30837,32,738,23948,33,3527,20000,6790,"False","POST","REACH","False",95,"False","False","False","Family"
"14091",794999,30837,56,547,25000,61,3201,20000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"14092",794999,30837,56,547,25000,61,3201,20000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"14093",794999,30837,56,547,25000,61,3201,20000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"14168",656027,30837,30,0,36676,30,5307,30000,6911,"False","POST","REACH","False",95,"False","False","False","Family"
"14385",1046675,30837,86,0,23264,89,3918,13500,8000,"False","POST","REACH","False",106,"False","False","False","General"
"14497",1049390,30837,14,400,18456,15,3875,13000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"14529",759320,30837,27,616,31000,39,3913,22000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"14600",1016963,30837,49,0,25120,52,4624,19000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"14601",1016963,30837,49,0,25120,52,4624,19000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"14602",1016963,30837,49,0,25120,52,4624,19000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"14717",809457,30837,109,0,45000,125,5693,35000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"14718",809457,30837,109,0,45000,125,5693,35000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"14719",809457,30837,109,0,45000,125,5693,35000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"14720",809445,30837,39,0,40000,63,5109,29000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"15424",1094896,30837,70,1153,21184,77,3449,12000,8000,"False","POST","REACH","False",106,"False","False","False","General"
"15521",1006300,30837,11,317,21096,12,3963,15000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"15588",1017479,30837,68,570,17656,68,4174,10000,8000,"False","POST","REACH","False",106,"False","False","False","General"
"15779",1032138,30837,51,0,21203,52,4647,22500,5765,"False","POST","REACH","False",95,"False","False","False","Family"
"15780",1032138,30837,51,0,21203,52,4647,22500,5765,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"15781",1032138,30837,51,0,21203,52,4647,22500,5765,"False","POST","REACH","False",24,"False","False","False","Learning"
"16639",1105047,30837,98,0,21872,107,3109,12500,8000,"False","POST","REACH","False",106,"False","False","False","General"
"17301",1207093,30837,64,730,19288,65,3452,11000,8000,"False","POST","REACH","False",106,"False","False","False","General"
"17876",1360490,30837,3,38,23790,8,2888,13500,9975,"False","POST","REACH","False",95,"False","False","False","Family"
"17929",1231858,30837,75,0,26799,81,4262,22500,7156,"False","POST","REACH","False",95,"False","False","False","Family"
"17930",1231858,30837,75,0,26799,81,4262,22500,7156,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"17931",1231858,30837,75,0,26799,81,4262,22500,7156,"False","POST","REACH","False",24,"False","False","False","Learning"
"19761",1803635,30837,68,0,41257,164,4291,26000,9615,"False","POST","REACH","False",95,"False","False","False","Family"
"19762",1803635,30837,68,0,41257,164,4291,26000,9615,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"19763",1803635,30837,68,0,41257,164,4291,26000,9615,"False","POST","REACH","False",24,"False","False","False","Learning"
"19775",1803537,30837,7,0,11778,0,1225,7000,9615,"False","POST","REACH","False",95,"False","False","False","Family"
"20090",1270094,30837,7,161,17926,8,3040,11000,9500,"False","POST","REACH","False",95,"False","False","False","Family"
"20099",2008638,30837,91,1398,31411,342,5505,31500,6028,"False","POST","REACH","False",95,"False","False","False","Family"
"20100",2008638,30837,91,1398,31411,342,5505,31500,6028,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"20101",2008638,30837,91,1398,31411,342,5505,31500,6028,"False","POST","REACH","False",24,"False","False","False","Learning"
"20240",1422317,30837,31,0,30540,37,3054,17500,10000,"False","POST","REACH","False",95,"False","False","False","Family"
"20298",2749805,30837,136,0,68436,398,5655,48000,12102,"False","POST","REACH","False",106,"False","False","False","General"
"20299",2749859,30837,64,0,33885,304,5823,24000,12102,"False","POST","REACH","False",95,"False","False","False","Family"
"20300",2749859,30837,64,0,33885,304,5823,24000,12102,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"20301",2749859,30837,64,0,33885,304,5823,24000,12102,"False","POST","REACH","False",24,"False","False","False","Learning"
"20537",1406886,30837,66,0,50594,73,5262,29500,9615,"False","POST","REACH","False",95,"False","False","False","Family"
"20735",2219613,30837,110,1346,32786,119,4030,17000,8842,"False","POST","REACH","False",106,"False","False","False","General"
"20849",513715,30837,54,0,24000,58,3099,19000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"20850",513715,30837,54,0,24000,58,3099,19000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"20851",513715,30837,54,0,24000,58,3099,19000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"21108",763677,30837,55,0,30000,57,4061,25000,7500,"False","POST","REACH","False",95,"False","False","False","Family"
"21109",763677,30837,55,0,30000,57,4061,25000,7500,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"21110",763677,30837,55,0,30000,57,4061,25000,7500,"False","POST","REACH","False",24,"False","False","False","Learning"
"21238",711312,30837,183,2622,47000,199,5983,36000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"21239",711312,30837,183,2622,47000,199,5983,36000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"21240",711312,30837,183,2622,47000,199,5983,36000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"22932",2664602,30837,55,0,37431,330,4123,15000,11553,"False","POST","REACH","False",106,"False","False","False","General"
"24048",1527422,30837,22,0,20630,26,4843,12500,10000,"False","POST","REACH","False",95,"False","False","False","Family"
"24049",1527422,30837,22,0,20630,26,4843,12500,10000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"24050",1527422,30837,22,0,20630,26,4843,12500,10000,"False","POST","REACH","False",24,"False","False","False","Learning"
"24429",2985940,30837,118,0,159084,442,13257,111500,12000,"False","POST","REACH","False",95,"False","False","False","Family"
"24430",2985940,30837,118,0,159084,442,13257,111500,12000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"24431",2985940,30837,118,0,159084,442,13257,111500,12000,"False","POST","REACH","False",24,"False","False","False","Learning"
"24823",2503533,30837,71,0,36587,331,4341,25500,8705,"False","POST","REACH","False",95,"False","False","False","Family"
"24824",2503533,30837,71,0,36587,331,4341,25500,8705,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"24825",2503533,30837,71,0,36587,331,4341,25500,8705,"False","POST","REACH","False",24,"False","False","False","Learning"
"25754",2755101,30837,408,0,195912,1017,15673,132000,12500,"False","POST","REACH","False",106,"False","False","False","General"
"26215",1590090,30837,245,0,62013,394,8060,36500,7694,"False","POST","REACH","False",106,"False","False","False","General"
"27210",1957119,30837,67,0,42403,338,4523,20500,9375,"False","POST","REACH","False",106,"False","False","False","General"
"27225",656511,30837,3,45,10456,38,5229,8000,8000,"False","POST","REACH","False",95,"False","False","False","Family"
"27226",656511,30837,3,45,10456,38,5229,8000,8000,"False","POST","REACH","False",65,"False","False","False","DIY-Crafts"
"27227",656511,30837,3,45,10456,38,5229,8000,8000,"False","POST","REACH","False",24,"False","False","False","Learning"
"27238",1567322,30837,17,0,27128,20,3104,16000,9651,"False","POST","REACH","False",95,"False","False","False","Family"
"27239",1564287,30837,46,0,15956,58,3826,8000,9160,"False","POST","REACH","False",106,"False","False","False","General"
"27407",1900449,30837,83,0,54278,338,7112,43000,7632,"False","POST","REACH","False",95,"False","False","False","Family"
