"","ID","Media.App.Media...Media...Publisher.ID","Total.Likes","Total.Views","Price","Total.Interactions","Total.Reach","Publisher.Price","Media.Plan.Price","Has.Paid.Partnership","Media.App.Media.Plan...Media.Plan...Content.Type","Media.App.Media.Plan...Media.Plan...Campaign.Type","Media.App.Media.Plan...Media.Plan...Is.Vip","Media.App.Media.Category...Media.Category...ID","Media.App.Media...Media...Is.Influencer","Media.App.Media...Media...Is.Private","Media.App.Media...Media...Is.Celebrity","Media.App.Media.Category...Media.Category...Title"
"16015",2968544,43689,70,0,625000,75,1520,625000,625000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"16016",2968544,43689,70,0,625000,75,1520,625000,625000,"False","POST","REACH","False",83,"False","False","False","University"
"27715",2891822,43689,614,0,625000,939,12091,625000,625000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"27716",2891822,43689,614,0,625000,939,12091,625000,625000,"False","POST","REACH","False",83,"False","False","False","University"
"35969",2717514,43689,165,0,625000,321,3240,625000,625000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"35970",2717514,43689,165,0,625000,321,3240,625000,625000,"False","POST","REACH","False",83,"False","False","False","University"
"61026",1186555,43689,517,0,545000,30,0,545000,545000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"61027",1186555,43689,517,0,545000,30,0,545000,545000,"False","POST","REACH","False",83,"False","False","False","University"
"80553",2512056,43689,405,0,675000,426,6458,675000,675000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"80554",2512056,43689,405,0,675000,426,6458,675000,675000,"False","POST","REACH","False",83,"False","False","False","University"
"107978",2635138,43689,101,0,625000,108,3751,625000,625000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"107979",2635138,43689,101,0,625000,108,3751,625000,625000,"False","POST","REACH","False",83,"False","False","False","University"
"109140",2668770,43689,227,0,675000,497,3612,675000,675000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"109141",2668770,43689,227,0,675000,497,3612,675000,675000,"False","POST","REACH","False",83,"False","False","False","University"
"110560",2886651,43689,200,0,625000,207,3040,625000,625000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"110561",2886651,43689,200,0,625000,207,3040,625000,625000,"False","POST","REACH","False",83,"False","False","False","University"
"116198",2956874,43689,358,0,625000,825,13273,625000,625000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"116199",2956874,43689,358,0,625000,825,13273,625000,625000,"False","POST","REACH","False",83,"False","False","False","University"
"120126",2969952,43689,172,0,625000,185,5212,625000,625000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"120127",2969952,43689,172,0,625000,185,5212,625000,625000,"False","POST","REACH","False",83,"False","False","False","University"
"2304",2782876,11846,398,0,200000,629,12529,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"12709",1375196,11846,178,1908,70000,199,0,70000,70000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"17798",1400587,11846,1500,0,100000,1534,10848,100000,1e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"18152",1989936,11846,53,0,100000,57,456,100000,1e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"18298",1409719,11846,100,993,100000,106,4479,100000,1e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"37365",2249416,11846,119,927,100000,124,5220,100000,1e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"39379",2227996,11846,368,5837,100000,411,14099,100000,1e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"53123",32471,11846,342,0,70000,0,15549,70000,70000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"68144",26661,11846,757,0,70000,0,21039,70000,NA,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"69471",28733,11846,274,0,70000,0,11063,70000,70000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"71250",32665,11846,227,0,70000,0,7539,70000,70000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"72559",46083,11846,342,3768,70000,51,9424,70000,70000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"102841",2541368,11846,260,0,100000,267,12086,100000,1e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"107939",2825074,11846,129,0,200000,135,3873,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"107969",2632239,11846,175,0,300000,207,9873,300000,3e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"112530",2818781,11846,124,0,200000,145,3076,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"120057",2680633,11846,100,0,200000,104,2332,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"12734",2924815,12920,428,0,1100000,441,126942,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"12735",2924815,12920,428,0,1100000,441,126942,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"12736",2924815,12920,428,0,1100000,441,126942,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"17356",2978872,12920,497,0,1100000,536,134436,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"17357",2978872,12920,497,0,1100000,536,134436,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"17358",2978872,12920,497,0,1100000,536,134436,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"17376",2637296,12920,726,0,1100000,726,91386,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"17377",2637296,12920,726,0,1100000,726,91386,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"17378",2637296,12920,726,0,1100000,726,91386,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"27827",2701300,12920,520,0,1100000,529,98154,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"27828",2701300,12920,520,0,1100000,529,98154,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"27829",2701300,12920,520,0,1100000,529,98154,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"28874",2979486,12920,802,0,1100000,838,36100,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"28875",2979486,12920,802,0,1100000,838,36100,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"28876",2979486,12920,802,0,1100000,838,36100,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"34701",2991726,12920,666,0,1400000,846,100895,1120000,1400000,"False","POST","REACH","False",101,"False","False","False","Economics"
"34702",2991726,12920,666,0,1400000,846,100895,1120000,1400000,"False","POST","REACH","False",60,"False","False","False","Finance"
"34703",2991726,12920,666,0,1400000,846,100895,1120000,1400000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"34968",2983440,12920,436,0,1100000,482,132224,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"34969",2983440,12920,436,0,1100000,482,132224,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"34970",2983440,12920,436,0,1100000,482,132224,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"36934",2925483,12920,463,0,1100000,471,117686,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"36935",2925483,12920,463,0,1100000,471,117686,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"36936",2925483,12920,463,0,1100000,471,117686,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"37525",2993271,12920,666,0,1400000,1109,113832,1120000,1400000,"False","POST","REACH","False",101,"False","False","False","Economics"
"37526",2993271,12920,666,0,1400000,1109,113832,1120000,1400000,"False","POST","REACH","False",60,"False","False","False","Finance"
"37527",2993271,12920,666,0,1400000,1109,113832,1120000,1400000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"37654",2717501,12920,1733,0,1100000,1737,98154,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"37655",2717501,12920,1733,0,1100000,1737,98154,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"37656",2717501,12920,1733,0,1100000,1737,98154,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"38610",2992432,12920,387,0,1400000,1439,96578,1120000,1400000,"False","POST","REACH","False",101,"False","False","False","Economics"
"38611",2992432,12920,387,0,1400000,1439,96578,1120000,1400000,"False","POST","REACH","False",60,"False","False","False","Finance"
"38612",2992432,12920,387,0,1400000,1439,96578,1120000,1400000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"40044",2895193,12920,448,0,1100000,450,111852,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"40045",2895193,12920,448,0,1100000,450,111852,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"40046",2895193,12920,448,0,1100000,450,111852,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"47132",2929668,12920,657,0,1100000,732,155750,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"47133",2929668,12920,657,0,1100000,732,155750,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"47134",2929668,12920,657,0,1100000,732,155750,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"48881",2933019,12920,408,0,1100000,415,86287,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"48882",2933019,12920,408,0,1100000,415,86287,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"48883",2933019,12920,408,0,1100000,415,86287,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"49950",2882339,12920,1426,0,1100000,1581,150942,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"49951",2882339,12920,1426,0,1100000,1581,150942,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"49952",2882339,12920,1426,0,1100000,1581,150942,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"51547",2738537,12920,463,0,1100000,465,98154,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"51548",2738537,12920,463,0,1100000,465,98154,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"51549",2738537,12920,463,0,1100000,465,98154,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"51723",2738782,12920,650,0,1100000,679,98154,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"51724",2738782,12920,650,0,1100000,679,98154,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"51725",2738782,12920,650,0,1100000,679,98154,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"64582",825706,12920,1231,0,550000,1231,3570,550000,550000,"False","POST","REACH","False",101,"False","False","False","Economics"
"64583",825706,12920,1231,0,550000,1231,3570,550000,550000,"False","POST","REACH","False",60,"False","False","False","Finance"
"64584",825706,12920,1231,0,550000,1231,3570,550000,550000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"65756",1580933,12920,806,0,600000,817,3357,550000,6e+05,"False","POST","REACH","False",101,"False","False","False","Economics"
"65757",1580933,12920,806,0,600000,817,3357,550000,6e+05,"False","POST","REACH","False",60,"False","False","False","Finance"
"65758",1580933,12920,806,0,600000,817,3357,550000,6e+05,"False","POST","REACH","False",71,"False","False","False","Crypto"
"65928",1449694,12920,898,9529,600000,899,0,550000,6e+05,"False","POST","REACH","False",101,"False","False","False","Economics"
"65929",1449694,12920,898,9529,600000,899,0,550000,6e+05,"False","POST","REACH","False",60,"False","False","False","Finance"
"65930",1449694,12920,898,9529,600000,899,0,550000,6e+05,"False","POST","REACH","False",71,"False","False","False","Crypto"
"81270",2936918,12920,424,0,1100000,437,125707,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"81271",2936918,12920,424,0,1100000,437,125707,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"81272",2936918,12920,424,0,1100000,437,125707,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"82509",2940612,12920,511,0,1100000,515,122615,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"82510",2940612,12920,511,0,1100000,515,122615,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"82511",2940612,12920,511,0,1100000,515,122615,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"90439",2672476,12920,2792,0,1100000,2795,98154,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"90440",2672476,12920,2792,0,1100000,2795,98154,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"90441",2672476,12920,2792,0,1100000,2795,98154,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"106727",2873330,12920,388,0,1100000,388,111852,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"106728",2873330,12920,388,0,1100000,388,111852,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"106729",2873330,12920,388,0,1100000,388,111852,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"107244",2641443,12920,766,0,1100000,778,91386,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"107245",2641443,12920,766,0,1100000,778,91386,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"107246",2641443,12920,766,0,1100000,778,91386,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"108552",2607701,12920,713,0,1100000,716,91386,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"108553",2607701,12920,713,0,1100000,716,91386,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"108554",2607701,12920,713,0,1100000,716,91386,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"113321",2877595,12920,571,0,1100000,573,111852,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"113322",2877595,12920,571,0,1100000,573,111852,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"113323",2877595,12920,571,0,1100000,573,111852,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"114261",2953131,12920,405,0,1100000,405,123216,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"114262",2953131,12920,405,0,1100000,405,123216,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"114263",2953131,12920,405,0,1100000,405,123216,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"115918",2959405,12920,371,0,1100000,373,123216,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"115919",2959405,12920,371,0,1100000,373,123216,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"115920",2959405,12920,371,0,1100000,373,123216,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"116326",2904996,12920,453,0,1100000,467,122302,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"116327",2904996,12920,453,0,1100000,467,122302,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"116328",2904996,12920,453,0,1100000,467,122302,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"116600",2906868,12920,484,0,1100000,488,111852,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"116601",2906868,12920,484,0,1100000,488,111852,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"116602",2906868,12920,484,0,1100000,488,111852,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"119457",2910213,12920,675,0,1100000,675,111852,900000,1100000,"False","POST","REACH","False",101,"False","False","False","Economics"
"119458",2910213,12920,675,0,1100000,675,111852,900000,1100000,"False","POST","REACH","False",60,"False","False","False","Finance"
"119459",2910213,12920,675,0,1100000,675,111852,900000,1100000,"False","POST","REACH","False",71,"False","False","False","Crypto"
"18687",1338170,27411,464,0,150000,500,0,150000,150000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"65003",2632247,27411,102,0,200000,104,2531,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"66437",494399,27411,306,0,150000,309,11941,150000,150000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"70131",372525,27411,109,4316,150000,22,7729,150000,150000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"80706",2635135,27411,67,0,200000,68,2130,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"112529",2818782,27411,116,0,200000,117,2528,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"12886",2969951,39188,56,0,350000,65,1974,297000,350000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"17484",947983,39188,75,415,200000,80,3845,200000,2e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"32365",2703390,39188,144,0,400000,158,2797,400000,4e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"64442",960870,39188,76,449,300000,0,2125,300000,3e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"64873",717768,39188,92,0,300000,19,3179,300000,3e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"76077",1338168,39188,794,0,300000,944,0,300000,3e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"110524",2907352,71265,3,0,490000,7,1905,440000,490000,"False","POST","REACH","False",70,"True","False","False","Construction-RealEstate"
"110525",2907352,71265,3,0,490000,7,1905,440000,490000,"False","POST","REACH","False",115,"True","False","False","آموزش"
"12029",2907350,17089,55,0,600000,69,1547,480000,6e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"38608",2985462,17089,148,0,600000,184,12096,480000,6e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"42218",2671550,17089,98,0,800000,124,2598,800000,8e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"50673",2809816,17089,92,0,600000,112,2036,600000,6e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"65453",2632242,17089,141,0,600000,160,4150,600000,6e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"67317",2632234,17089,121,0,800000,149,6039,800000,8e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"98059",2586268,17089,127,0,600000,131,4405,600000,6e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"111517",2950017,17089,23,0,300000,49,2223,300000,3e+05,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"13060",2563290,33853,69,0,380000,152,3025,380000,380000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"27682",2703388,33853,126,0,380000,144,3032,380000,380000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"64392",717764,33853,256,0,580000,54,12912,580000,580000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"7069",1111844,22822,233,0,180000,60,5749,180000,180000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"13988",717758,22822,145,0,180000,16,2774,180000,180000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"64694",643609,22822,166,0,180000,26,3338,180000,180000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"64810",372508,22822,97,1498,180000,100,2134,180000,180000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"70064",494394,22822,610,0,180000,186,11895,180000,180000,"False","POST","REACH","False",15,"False","False","False","Interior-Design-Home"
"42216",2671554,6934,3,0,1200000,14,3795,840000,1200000,"False","POST","REACH","False",123,"True","False","False","استانی"
"42217",2671554,6934,3,0,1200000,14,3795,840000,1200000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"52559",2662587,6934,996,0,2500000,1064,7948,2000000,2500000,"False","POST","INFLUENCE","False",123,"True","False","False","استانی"
"52560",2662587,6934,996,0,2500000,1064,7948,2000000,2500000,"False","POST","INFLUENCE","False",57,"True","False","False","Lifestyle"
"65163",2943524,6934,60,0,2800000,1723,10147,2000000,2100000,"False","POST","INFLUENCE","False",123,"True","False","False","استانی"
"65164",2943524,6934,60,0,2800000,1723,10147,2000000,2100000,"False","POST","INFLUENCE","False",57,"True","False","False","Lifestyle"
"69713",69209,6934,3277,0,700000,0,7178,700000,7e+05,"False","POST","REACH","False",123,"True","False","False","استانی"
"69714",69209,6934,3277,0,700000,0,7178,700000,7e+05,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"108499",2608117,6934,3,0,1200000,7,7457,840000,1200000,"False","POST","REACH","False",123,"True","False","False","استانی"
"108500",2608117,6934,3,0,1200000,7,7457,840000,1200000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"17321",374264,9110,613,3263,450000,80,5899,450000,450000,"False","POST","REACH","False",20,"True","False","False","Music"
"17322",374264,9110,613,3263,450000,80,5899,450000,450000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"65152",2943519,1635,276,0,2000000,281,7804,1500000,1e+06,"False","POST","INFLUENCE","False",58,"True","False","False","Fun"
"65153",2943519,1635,276,0,2000000,281,7804,1500000,1e+06,"False","POST","INFLUENCE","False",57,"True","False","False","Lifestyle"
"115687",2967932,1635,902,0,1500000,938,8247,1500000,2e+06,"False","POST","INFLUENCE","False",58,"True","False","False","Fun"
"115688",2967932,1635,902,0,1500000,938,8247,1500000,2e+06,"False","POST","INFLUENCE","False",57,"True","False","False","Lifestyle"
"413",2884026,57429,3,0,750000,276,82167,600000,750000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"414",2884026,57429,3,0,750000,276,82167,600000,750000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"1317",2736478,57429,3,0,765226,688,81931,405000,9456,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"1318",2736478,57429,3,0,765226,688,81931,405000,9456,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"1515",2360437,57429,1536,317,763565,1572,91852,459500,8313,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"1516",2360437,57429,1536,317,763565,1572,91852,459500,8313,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"3706",2790806,57429,3,0,200000,367,82738,200000,2e+05,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"3707",2790806,57429,3,0,200000,367,82738,200000,2e+05,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"9692",2754705,57429,3,0,880454,778,81819,409500,10761,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"9693",2754705,57429,3,0,880454,778,81819,409500,10761,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"16355",2690207,57429,3,0,940156,549,88261,441500,10652,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"16356",2690207,57429,3,0,940156,549,88261,441500,10652,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"18371",2884492,57429,3,0,750000,370,82838,600000,750000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"18372",2884492,57429,3,0,750000,370,82838,600000,750000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"22560",2855491,57429,3,0,853217,348,81502,376000,11349,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"22561",2855491,57429,3,0,853217,348,81502,376000,11349,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"25440",2736154,57429,3,0,884798,358,81729,409000,10826,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"25441",2736154,57429,3,0,884798,358,81729,409000,10826,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"35440",2631609,57429,3,0,160000,230,89167,160000,160000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"35441",2631609,57429,3,0,160000,230,89167,160000,160000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"38951",2756417,57429,3,0,884898,1086,81829,409500,10814,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"38952",2756417,57429,3,0,884898,1086,81829,409500,10814,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"41353",2718616,57429,3,0,831447,425,82384,411000,10119,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"41354",2718616,57429,3,0,831447,425,82384,411000,10119,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"44311",2834661,57429,3,0,887959,131,81142,400500,11097,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"44312",2834661,57429,3,0,887959,131,81142,400500,11097,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"48700",2734690,57429,3,0,160000,2937,65914,160000,160000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"48701",2734690,57429,3,0,160000,2937,65914,160000,160000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"49669",2733844,57429,3,0,776902,877,89125,446000,8717,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"49670",2733844,57429,3,0,776902,877,89125,446000,8717,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"50551",2735974,57429,3,0,961896,632,81931,401000,12000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"50552",2735974,57429,3,0,961896,632,81931,401000,12000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"50671",2809823,57429,3,0,200000,369,82738,200000,2e+05,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"50672",2809823,57429,3,0,200000,369,82738,200000,2e+05,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"51482",2828836,57429,3,0,750000,49,19717,750000,750000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"51483",2828836,57429,3,0,750000,49,19717,750000,750000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"51649",2825801,57429,2,0,0,68,81916,99000,0,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"51650",2825801,57429,2,0,0,68,81916,99000,0,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"52474",2675795,57429,3,0,160000,251,81781,160000,160000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"52475",2675795,57429,3,0,160000,251,81781,160000,160000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"55218",2742262,57429,3,0,926275,629,82006,407000,11387,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"55219",2742262,57429,3,0,926275,629,82006,407000,11387,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"107131",2647850,57429,3,0,583320,233,88831,365000,8000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"107132",2647850,57429,3,0,583320,233,88831,365000,8000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"108680",2622192,57429,1477,0,1084449,1522,104220,446000,12162,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"108681",2622192,57429,1477,0,1084449,1522,104220,446000,12162,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"109811",2812844,57429,3,0,661912,616,82739,414000,8000,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"109812",2812844,57429,3,0,661912,616,82739,414000,8000,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"118461",2821666,57429,3,0,989290,231,82167,411000,12040,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"118462",2821666,57429,3,0,989290,231,82167,411000,12040,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"119205",2786944,57429,3,0,948012,365,82738,414000,11458,"False","POST","REACH","False",14,"True","False","False","Motherhood"
"119206",2786944,57429,3,0,948012,365,82738,414000,11458,"False","POST","REACH","False",57,"True","False","False","Lifestyle"
"22056",172019,60233,743,8212,600000,0,1864,600000,6e+05,"False","POST","REACH","False",55,"True","False","False","Photography-Videography"
"22057",172019,60233,743,8212,600000,0,1864,600000,6e+05,"False","POST","REACH","False",95,"True","False","False","Family"
"63079",1288596,41415,186,382,100000,189,0,100000,1e+05,"False","POST","REACH","False",91,"False","False","False","Memes"
