"","ID","Advertiser.ID","Media.Plans.Filter...Categories","Campaign.Campaign.Category...Campaign.Category...ID","Campaign.Type","Manager.ID","Management.Percent.Fee","Is.Utm.Enabled","Publish.Period.Start","Budget","Quality.Of.Advertise","Quality.Of.Business","Is.Official","Is.Short.Link.Enabled","Is.Competition.Or.Has.Award"
"3746",6617,22099,"cooking",8,"REACH",23,10,"True","2021-08-01",0,6,6,"True","True","False"
"3751",16809,15156,"psychology",27,"REACH",71,10,"True","2022-03-07",0,6,5,"True","True","False"
"3755",13745,20036,"Religious",27,"REACH",67,10,"True","2022-01-18",0,4,4,"True","True","False"
"3765",13006,27674,"Restaurant",12,"REACH",54,10,"True","2022-01-07",0,5,5,"True","True","False"
"3793",12622,43390,"cooking",3,"INFLUENCE",54,10,"True","2022-01-01",0,5,5,"True","True","False"
"3794",12622,43390,"cooking",32,"INFLUENCE",54,10,"True","2022-01-01",0,5,5,"True","True","False"
"3825",13617,7007,"Poetry",4,"REACH",67,10,"True","2022-01-15",0,4,4,"True","True","False"
"3828",14790,29740,"cosmetic",5,"REACH",59,10,"True","2022-02-03",0,7,6,"True","True","False"
"3829",13035,15031,"cryptocurrency",19,"REACH",67,10,"True","2022-01-04",0,4,4,"True","True","False"
"3830",13035,15031,"cryptocurrency",11,"REACH",67,10,"True","2022-01-04",0,4,4,"True","True","False"
"3868",14805,42627,"sports",19,"REACH",59,10,"True","2022-02-03",0,10,10,"True","True","False"
"3915",14437,29257,"cooking",33,"REACH",95,10,"True","2022-01-29",0,6,4,"True","True","False"
"3931",11615,4686,"style",16,"REACH",25,10,"True","2021-12-13",0,3,4,"True","True","False"
"3957",13702,44816,"made",28,"REACH",69,10,"True","2022-01-16",0,7,6,"True","True","False"
"3958",13702,44816,"made",7,"REACH",69,10,"True","2022-01-16",0,7,6,"True","True","False"
"3976",17274,55738,"comedy",28,"REACH",95,10,"True","2022-03-13",0,6,6,"True","True","False"
"3998",17253,25278,"motivational",8,"REACH",59,10,"True","2022-03-13",0,7,6,"True","True","False"
"4035",14482,8891,"cooking",5,"INFLUENCE",86,10,"True","2022-02-01",0,6,6,"True","True","False"
"4071",12940,1048,"Entrepreneurship",34,"REACH",5,10,"True","2022-01-03",0,8,8,"True","True","False"
"4072",12940,1048,"Entrepreneurship",8,"REACH",5,10,"True","2022-01-03",0,8,8,"True","True","False"
"4079",15298,47892,"psychology",8,"REACH",69,10,"True","2022-02-12",0,7,7,"True","True","False"
"4113",6147,16196,"comedy",19,"INFLUENCE",20,10,"True","2021-07-13",0,5,6,"True","True","False"
"4148",13550,28219,"learning",16,"REACH",86,10,"True","2022-01-13",0,7,5,"True","True","False"
"4180",7969,24541,"Mother",2,"INFLUENCE",25,10,"True","2021-09-19",0,4,4,"True","True","False"
"4213",13498,23322,"style",31,"REACH",86,10,"True","2022-01-15",0,4,5,"True","True","True"
"4227",7716,10732,"style",6,"REACH",47,10,"True","2021-09-12",0,4,4,"True","True","True"
"4229",15355,16501,"Mother",6,"INFLUENCE",86,10,"True","2022-02-16",0,5,5,"True","True","False"
"4233",17425,52374,"Marketing",5,"INFLUENCE",47,10,"True","2022-03-19",0,2,4,"True","True","False"
"4234",17354,55248,"Mother",6,"REACH",95,10,"True","2022-03-15",0,6,5,"True","True","False"
"4236",13333,43207,"Omen",27,"REACH",74,0,"True","2022-01-10",0,7,4,"True","True","False"
"4243",15996,29030,"Photography",31,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4244",15996,29030,"Photography",13,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4245",15996,29030,"Photography",10,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4246",15996,29030,"Photography",36,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4247",15996,29030,"Photography",33,"REACH",95,10,"True","2022-02-22",0,7,6,"True","True","False"
"4250",16537,8333,"car",19,"REACH",57,10,"True","2022-03-03",0,4,2,"True","True","False"
"4270",14022,21763,"Mother",1,"REACH",72,10,"True","2022-01-22",0,5,5,"True","True","False"
"4297",13824,47171,"Entrepreneurship",31,"REACH",59,10,"True","2022-01-18",0,6,6,"True","True","False"
"4348",2543,382,"Home",33,"REACH",5,10,"True","2020-12-13",0,7,7,"True","True","False"
"4395",14515,8324,"Mother",33,"REACH",95,10,"True","2022-02-02",0,8,7,"True","True","False"
"4458",15784,53083,"learning",8,"REACH",95,10,"True","2022-02-20",0,6,7,"True","True","False"
"4469",20181,27679,"Advice",3,"INFLUENCE",54,10,"True","2022-05-25",0,4,4,"True","True","False"
"4492",8570,25070,"Mother",33,"INFLUENCE",25,10,"True","2021-10-07",0,5,7,"True","True","False"
"4498",13982,8891,"motivational",9,"INFLUENCE",86,10,"True","2022-01-23",0,6,6,"True","True","False"
"4517",17186,38939,"cryptocurrency",19,"REACH",71,10,"True","2022-03-12",0,7,5,"True","True","False"
"4525",14509,8549,"cooking",6,"REACH",67,10,"True","2022-01-30",0,4,4,"True","True","False"
"4536",15797,24157,"style",32,"REACH",95,10,"True","2022-02-20",0,7,6,"True","True","False"
"4545",14399,32616,"style",5,"REACH",86,10,"True","2022-01-30",0,6,5,"True","True","False"
"4590",12039,41121,"Marketing",34,"REACH",47,10,"True","2021-12-19",0,4,4,"True","True","False"
"4591",11720,26923,"cryptocurrency",19,"REACH",63,10,"True","2021-12-14",0,5,4,"True","True","False"
"4645",14927,30821,"cryptocurrency",19,"REACH",57,10,"True","2022-02-07",0,5,3,"True","True","False"
"4660",5537,16551,"Education",8,"REACH",5,10,"True","2021-06-30",0,7,6,"True","True","False"
"4678",9199,28241,"Restaurant",12,"REACH",25,10,"True","2021-10-26",0,6,6,"True","True","False"
"4679",15716,10804,"comedy",15,"INFLUENCE",54,10,"True","2022-02-20",0,6,7,"True","True","False"
"4680",14661,43511,"cosmetic",3,"INFLUENCE",86,10,"True","2022-02-04",0,4,5,"True","True","False"
"4687",3783,10064,"cooking",15,"REACH",23,10,"True","2021-02-21",0,4,4,"True","True","False"
"4725",17268,53869,"Network",9,"REACH",95,10,"True","2022-03-13",0,6,6,"True","True","True"
"4733",14610,6744,"the cinema",8,"REACH",95,10,"True","2022-01-31",0,6,6,"True","True","False"
"4782",3958,8991,"Financial",11,"REACH",28,10,"True","2021-03-08",0,6,5,"True","True","False"
"4785",4010,11353,"Education",31,"REACH",25,10,"True","2021-03-11",0,7,7,"True","True","False"
"4797",16603,51775,"clothing",6,"REACH",86,10,"True","2022-03-03",0,5,5,"True","True","False"
"4807",15122,39053,"Family",6,"INFLUENCE",54,10,"True","2022-02-11",0,5,5,"True","True","False"
"4816",17010,54953,"Mother",3,"INFLUENCE",95,10,"True","2022-03-12",0,6,5,"True","True","False"
"4817",17010,54953,"Mother",35,"INFLUENCE",95,10,"True","2022-03-12",0,6,5,"True","True","False"
"4842",15126,40247,"Restaurant",12,"INFLUENCE",86,10,"True","2022-02-11",0,4,5,"True","True","False"
"4843",15126,40247,"Restaurant",33,"INFLUENCE",86,10,"True","2022-02-11",0,4,5,"True","True","False"
"4899",14657,40663,"a trip",22,"REACH",86,10,"True","2022-02-01",0,5,7,"True","True","False"
"4908",15016,6744,"Financial",8,"REACH",16,10,"True","2022-02-06",0,6,8,"True","True","False"
"4919",10429,25803,"General",15,"REACH",63,10,"True","2021-11-25",0,6,6,"True","True","False"
"4942",4255,12632,"Sport",15,"REACH",28,10,"True","2021-04-10",0,6,5,"True","True","False"
"4950",8822,27142,"entertainment",10,"REACH",23,10,"True","2021-10-13",0,7,7,"True","True","False"
"4951",8822,27142,"entertainment",22,"REACH",23,10,"True","2021-10-13",0,7,7,"True","True","False"
"4969",4341,13082,"a trip",13,"REACH",23,10,"True","2021-04-14",0,3,4,"True","True","False"
"4988",4469,9014,"Technology",10,"REACH",25,10,"True","2021-04-21",0,4,4,"True","True","False"
"4999",14942,2249,"learning",4,"INFLUENCE",86,10,"True","2022-02-09",0,5,4,"True","True","False"
"5011",4709,14063,"Nutrition",15,"REACH",25,10,"True","2021-05-06",0,7,6,"True","True","False"
"5074",15021,36117,"Designing",33,"REACH",71,10,"True","2022-02-07",0,5,6,"True","True","False"
"5107",15052,40202,"clothing",36,"REACH",86,10,"True","2022-02-07",0,5,4,"True","True","False"
"5108",15052,40202,"clothing",6,"REACH",86,10,"True","2022-02-07",0,5,4,"True","True","False"
"5198",14976,50766,"News",31,"REACH",96,10,"True","2022-02-06",0,5,4,"True","True","False"
"5231",14353,39748,"motivational",8,"REACH",59,10,"True","2022-01-29",0,4,4,"True","True","False"
"5241",13930,44816,"Equipment",28,"REACH",59,10,"True","2022-01-22",0,7,6,"True","True","False"
"5242",13930,44816,"Equipment",7,"REACH",59,10,"True","2022-01-22",0,7,6,"True","True","False"
"5297",16286,16040,"Industry",1,"REACH",86,10,"True","2022-02-27",0,6,6,"True","True","False"
"5298",16286,16040,"Industry",33,"REACH",86,10,"True","2022-02-27",0,6,6,"True","True","False"
"5307",16060,44861,"Mother",36,"REACH",95,10,"True","2022-02-23",0,6,7,"True","True","False"
"5313",15419,31619,"Designing",33,"REACH",95,10,"False","2022-02-14",0,7,5,"True","True","False"
"5338",15497,52363,"Restaurant",16,"REACH",95,10,"True","2022-02-15",0,6,6,"True","True","True"
"5352",12347,28422,"cooking",6,"REACH",20,10,"True","2021-12-25",0,4,3,"True","True","False"
"5369",13257,42760,"Advice",20,"REACH",57,10,"True","2022-01-11",0,5,5,"True","True","False"
"5394",15654,46051,"Mother",6,"REACH",95,10,"True","2022-02-17",0,6,5,"True","True","False"
"5398",5691,20023,"cooking",3,"REACH",5,10,"True","2021-06-28",0,6,6,"True","True","False"
"5413",14990,48171,"Designing",25,"REACH",69,10,"True","2022-02-09",0,7,7,"True","True","False"
"5479",15521,41680,"a trip",22,"REACH",57,10,"True","2022-02-15",0,4,7,"True","True","False"
"5480",15521,41680,"a trip",6,"REACH",57,10,"True","2022-02-15",0,4,7,"True","True","False"
"5481",15521,41680,"a trip",20,"REACH",57,10,"True","2022-02-15",0,4,7,"True","True","False"
"5506",16105,44816,"Equipment",28,"REACH",59,10,"True","2022-02-23",0,7,6,"True","True","False"
"5507",16105,44816,"Equipment",7,"REACH",59,10,"True","2022-02-23",0,7,6,"True","True","False"
"5525",16627,7944,"Bodybuilding",23,"REACH",59,10,"True","2022-03-05",0,6,6,"True","True","False"
"5526",16627,7944,"Bodybuilding",24,"REACH",59,10,"True","2022-03-05",0,6,6,"True","True","False"
"5531",16919,51534,"General",1,"REACH",71,10,"True","2022-03-11",0,6,3,"True","True","False"
"5557",13210,11324,"psychology",27,"REACH",57,10,"True","2022-01-08",0,5,5,"True","True","False"
"5565",17259,53835,"cryptocurrency",19,"REACH",67,10,"True","2022-03-13",0,4,4,"True","True","False"
"5600",8690,27041,"Book",31,"REACH",5,10,"True","2021-10-09",0,6,6,"True","True","False"
"5635",9296,28570,"sports",33,"REACH",16,10,"True","2021-10-28",0,5,5,"True","True","False"
"5636",9296,28570,"sports",16,"REACH",16,10,"True","2021-10-28",0,5,5,"True","True","False"
"5661",12855,6972,"modeling",9,"INFLUENCE",54,10,"True","2022-01-05",0,7,5,"True","True","True"
"5667",13403,25913,"Mother",1,"INFLUENCE",47,10,"True","2022-01-14",0,5,8,"True","True","False"
"5691",15850,47886,"modeling",6,"REACH",95,10,"True","2022-02-22",0,5,4,"True","True","False"
"5705",9227,28484,"car",29,"REACH",5,10,"True","2021-10-26",0,7,7,"True","True","False"
"5727",15254,42627,"Economic",19,"REACH",59,10,"True","2022-02-10",0,10,10,"True","True","False"
"5757",10993,32575,"Mother",15,"INFLUENCE",54,10,"False","2021-12-09",0,3,3,"True","True","False"
"5763",15315,51092,"style",32,"INFLUENCE",95,10,"True","2022-02-14",0,6,6,"True","True","False"
"5788",16951,3492,"Book",9,"REACH",5,10,"True","2022-03-08",0,6,6,"True","True","False"
"5789",16951,3492,"Book",8,"REACH",5,10,"True","2022-03-08",0,6,6,"True","True","False"
"5792",15092,41502,"General",15,"REACH",71,10,"True","2022-02-12",0,7,7,"True","True","False"
"5793",15092,41502,"General",32,"REACH",71,10,"True","2022-02-12",0,7,7,"True","True","False"
"5805",9643,24754,"Designing",16,"REACH",61,10,"True","2021-11-13",0,8,8,"True","True","False"
"5806",9643,24754,"Designing",28,"REACH",61,10,"True","2021-11-13",0,8,8,"True","True","False"
"5807",9643,24754,"Designing",31,"REACH",61,10,"True","2021-11-13",0,8,8,"True","True","False"
"5809",16619,26272,"clothing",6,"INFLUENCE",95,10,"True","2022-03-06",0,6,4,"True","True","True"
"5900",13028,31434,"Mother",2,"INFLUENCE",47,10,"True","2022-01-07",0,4,4,"True","True","False"
"5914",6614,2774,"fashion",6,"REACH",25,10,"True","2021-07-30",0,5,5,"True","True","False"
"5917",16235,53938,"the cinema",33,"REACH",67,10,"True","2022-02-26",1770000,4,4,"True","True","False"
"5940",15326,49595,"to know",3,"REACH",67,10,"True","2022-02-12",0,4,4,"True","True","False"
"5953",17211,9064,"Book",5,"REACH",95,10,"True","2022-03-25",0,6,4,"True","True","False"
"6000",11528,32297,"Book",27,"REACH",63,10,"True","2021-12-20",0,6,5,"True","True","False"
"6008",16858,49595,"General",3,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6009",16858,49595,"General",32,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6016",16090,49595,"General",3,"REACH",67,10,"True","2022-02-23",0,4,4,"True","True","False"
"6043",4214,10134,"Education",19,"REACH",28,10,"True","2021-04-04",0,6,5,"True","True","False"
"6051",16104,11225,"General",37,"INFLUENCE",95,10,"True","2022-02-26",0,7,8,"True","True","False"
"6052",16104,11225,"General",27,"INFLUENCE",95,10,"True","2022-02-26",0,7,8,"True","True","False"
"6109",14980,41680,"sports",6,"REACH",69,10,"True","2022-02-06",0,7,7,"True","True","False"
"6110",14980,41680,"sports",22,"REACH",69,10,"True","2022-02-06",0,7,7,"True","True","False"
"6111",14980,41680,"sports",20,"REACH",69,10,"True","2022-02-06",0,7,7,"True","True","False"
"6114",16852,49595,"General",3,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6115",16852,49595,"General",32,"REACH",67,10,"True","2022-03-07",0,5,4,"True","True","False"
"6165",5585,18861,"Sport",13,"INFLUENCE",23,10,"True","2021-06-23",0,5,5,"True","True","False"
"6166",5585,18861,"Sport",1,"INFLUENCE",23,10,"True","2021-06-23",0,5,5,"True","True","False"
"6183",16193,48815,"Mother",3,"REACH",47,10,"True","2022-02-26",1000000,5,4,"True","True","True"
"6184",16193,48815,"Mother",35,"REACH",47,10,"True","2022-02-26",1000000,5,4,"True","True","True"
"6204",13154,35263,"learning",19,"INFLUENCE",47,10,"True","2022-01-09",0,4,4,"True","True","False"
"6236",6641,12995,"fashion",3,"INFLUENCE",20,10,"True","2021-08-11",0,4,4,"True","True","False"
"6237",6641,12995,"fashion",15,"INFLUENCE",20,10,"True","2021-08-11",0,4,4,"True","True","False"
"6275",16762,54987,"medical",9,"INFLUENCE",86,10,"True","2022-03-09",0,5,6,"True","True","False"
"6276",13716,44816,"Play",28,"INFLUENCE",47,10,"True","2022-01-19",0,7,6,"True","True","False"
"6277",13716,44816,"Play",7,"INFLUENCE",47,10,"True","2022-01-19",0,7,6,"True","True","False"
"6296",13369,42746,"comedy",6,"REACH",69,10,"True","2022-01-10",0,7,6,"True","True","True"
"6329",11631,10186,"comedy",29,"REACH",25,10,"True","2021-12-13",0,8,10,"True","True","False"
"6335",16691,53083,"Entrepreneurship",8,"INFLUENCE",95,10,"True","2022-03-12",0,5,6,"True","True","False"
"6369",2378,6824,"Photography",9,"REACH",5,10,"True","2020-12-06",0,7,7,"True","True","False"
"6371",2895,8369,"entertainment",26,"REACH",5,10,"True","2021-01-02",0,6,8,"True","True","False"
"6391",3845,5953,"Nutrition",28,"REACH",23,10,"True","2021-02-26",0,5,6,"True","True","False"
"6398",3933,11277,"car",19,"REACH",23,10,"True","2021-03-06",0,4,6,"True","True","False"
"6399",3855,7921,"cooking",3,"REACH",25,10,"True","2021-02-28",0,5,6,"True","True","False"
"6403",3897,4657,"a trip",22,"REACH",23,10,"True","2021-03-03",0,4,5,"True","True","False"
"6405",4090,11463,"Sport",20,"REACH",23,10,"True","2021-03-29",0,6,6,"True","True","False"
"6410",4234,12632,"Information",15,"REACH",28,10,"True","2021-04-05",0,6,5,"True","True","False"
"6414",13380,29740,"cosmetic",5,"INFLUENCE",47,10,"True","2022-01-14",0,7,6,"True","True","False"
"6415",4254,12863,"Education",8,"REACH",28,10,"True","2021-04-07",0,6,6,"True","True","False"
"6450",4738,14586,"Financial",11,"REACH",28,10,"True","2021-05-10",0,6,7,"True","True","False"
"6468",4946,14068,"Education",15,"REACH",23,10,"True","2021-05-19",0,7,4,"True","True","False"
"6478",5374,16406,"Family",15,"REACH",28,10,"True","2021-06-14",0,7,6,"True","True","False"
"6488",5500,17432,"Education",5,"REACH",28,10,"True","2021-06-20",0,5,5,"True","True","False"
"6493",5553,16440,"Financial",19,"REACH",23,10,"True","2021-06-22",0,4,5,"True","True","False"
"6494",5553,16440,"Financial",11,"REACH",23,10,"True","2021-06-22",0,4,5,"True","True","False"
"6497",5389,9167,"entertainment",6,"REACH",16,10,"True","2021-06-14",0,4,4,"True","True","True"
"6511",6178,21578,"the movie",34,"REACH",28,10,"True","2021-07-16",0,5,5,"True","True","False"
"6520",6342,22381,"Home",28,"REACH",28,10,"True","2021-07-20",0,5,6,"True","True","True"
"6529",13957,31189,"modeling",34,"REACH",86,10,"True","2022-01-22",0,8,7,"True","True","False"
"6530",6985,4845,"Education",8,"REACH",16,10,"True","2021-08-12",0,5,5,"True","True","False"
"6546",6958,23544,"News",11,"REACH",23,10,"True","2021-08-11",0,6,7,"True","True","False"
"6566",7759,2146,"Mother",15,"REACH",16,10,"True","2021-09-12",0,8,8,"True","True","True"
"6572",8608,23762,"car",28,"REACH",16,10,"True","2021-10-05",0,5,5,"True","True","False"
"6577",8607,27009,"Financial",11,"REACH",5,10,"True","2021-10-05",0,6,6,"True","True","False"
"6582",8656,21885,"Mother",3,"REACH",16,10,"True","2021-10-09",0,7,7,"True","True","False"
"6584",8987,16290,"Mother",6,"REACH",16,10,"True","2021-10-18",0,5,5,"True","True","True"
"6593",9092,27471,"Education",19,"REACH",23,10,"True","2021-10-20",0,6,6,"True","True","False"
"6594",9000,27041,"Book",27,"REACH",16,10,"True","2021-10-18",0,6,5,"True","True","False"
"6612",9452,27871,"Advice",15,"REACH",16,10,"True","2021-11-02",0,9,7,"True","True","False"
"6618",11016,35791,"Play",19,"REACH",67,10,"False","2021-12-06",0,4,4,"True","True","False"
"6646",14118,45437,"Family",33,"REACH",86,10,"True","2022-01-23",0,3,4,"True","True","False"
"6690",7823,25495,"Mother",2,"INFLUENCE",47,10,"True","2021-10-10",0,2,2,"True","True","False"
"6709",13903,36146,"modeling",3,"REACH",67,10,"True","2022-01-19",0,5,7,"True","True","False"
"6710",13903,36146,"modeling",32,"REACH",67,10,"True","2022-01-19",0,5,7,"True","True","False"
"6722",13924,8891,"style",9,"INFLUENCE",86,10,"True","2022-01-23",0,6,6,"True","True","False"
"6723",9757,29485,"Music",32,"REACH",59,10,"True","2021-11-10",0,8,6,"True","True","False"
"6792",10697,2717,"Economic",5,"REACH",59,10,"True","2021-12-01",0,6,6,"True","True","False"
"6817",12462,30261,"cosmetic",36,"REACH",57,10,"True","2021-12-27",0,5,5,"True","True","False"
"6832",13314,44683,"Religious",31,"REACH",67,10,"True","2022-01-10",0,4,4,"True","True","True"
"6875",17142,24896,"Mother",3,"REACH",95,10,"True","2022-03-12",0,7,7,"True","True","False"
"6889",20547,22018,"Nutrition",32,"REACH",116,0,"True","2022-05-29",1000000,4,5,"True","True","False"
"6967",13463,26287,"cooking",12,"REACH",63,10,"True","2022-01-12",0,5,5,"True","True","False"
"7055",13918,43511,"style",6,"INFLUENCE",86,10,"True","2022-01-22",0,4,7,"True","True","True"
"7077",14238,46250,"Equipment",9,"INFLUENCE",47,10,"True","2022-01-29",0,6,5,"True","True","False"
"7101",14211,44816,"Equipment",28,"REACH",47,10,"True","2022-01-24",0,7,6,"True","True","False"
"7102",14211,44816,"Equipment",7,"REACH",47,10,"True","2022-01-24",0,7,6,"True","True","False"
"7123",13346,45625,"Equipment",7,"INFLUENCE",47,10,"True","2022-01-13",0,4,4,"True","True","False"
"7134",13354,35413,"sports",6,"INFLUENCE",86,10,"True","2022-01-13",0,6,6,"True","True","False"
"7230",13276,31766,"a trip",20,"INFLUENCE",47,10,"True","2022-01-15",0,6,6,"True","True","False"
"7238",8434,24555,"Advice",5,"REACH",16,10,"True","2021-10-18",0,6,6,"True","True","False"
"7239",8434,24555,"Advice",8,"REACH",16,10,"True","2021-10-18",0,6,6,"True","True","False"
"7254",16147,50899,"cosmetic",36,"REACH",47,10,"True","2022-02-24",0,4,4,"True","True","False"
"7266",14271,45741,"cryptocurrency",19,"REACH",16,10,"True","2022-01-25",0,8,7,"True","True","False"
"7320",7788,13268,"car",9,"REACH",5,10,"True","2021-09-25",0,7,6,"True","True","False"
"7334",7293,22009,"cooking",8,"INFLUENCE",47,10,"True","2021-08-26",0,6,6,"True","True","False"
"7335",7293,22009,"cooking",12,"INFLUENCE",47,10,"True","2021-08-26",0,6,6,"True","True","False"
"7461",7801,25462,"style",3,"REACH",25,10,"True","2021-09-13",0,5,6,"True","True","False"
"7950",6464,14801,"Sport",6,"REACH",23,10,"True","2021-07-25",0,6,7,"True","True","False"
"8398",7504,23366,"Family",8,"INFLUENCE",47,10,"True","2021-09-02",0,4,4,"True","True","False"
"8399",7504,23366,"Family",27,"INFLUENCE",47,10,"True","2021-09-02",0,4,4,"True","True","False"
"8779",17221,48894,"comedy",31,"REACH",69,10,"True","2022-03-14",0,7,7,"True","True","False"
"9114",4256,11946,"comedy",8,"INFLUENCE",20,10,"True","2021-04-07",0,6,7,"True","True","False"
"9286",3875,10641,"cooking",12,"REACH",23,10,"True","2021-03-04",0,4,4,"True","True","True"
"9307",10358,11299,"Mother",1,"REACH",25,10,"True","2021-11-24",0,4,5,"True","True","False"
"9308",10358,11299,"Mother",6,"REACH",25,10,"True","2021-11-24",0,4,5,"True","True","False"
"9797",7005,17382,"Family",8,"REACH",23,10,"False","2021-09-13",0,7,6,"True","True","False"
"9798",7005,17382,"Family",2,"REACH",23,10,"False","2021-09-13",0,7,6,"True","True","False"
"9993",7023,13945,"a trip",26,"REACH",5,10,"True","2021-08-15",0,6,5,"True","True","False"
"10255",17262,54986,"General",22,"REACH",59,10,"True","2022-03-14",0,7,7,"True","True","False"
"10331",4068,9036,"cooking",29,"REACH",28,10,"True","2021-03-16",0,6,6,"True","True","False"
"10412",4998,10242,"style",27,"REACH",16,10,"True","2021-05-22",0,4,5,"True","True","False"
"11070",5548,18449,"a trip",22,"REACH",16,10,"True","2021-06-22",0,6,7,"True","True","True"
"11111",4013,11527,"a trip",22,"REACH",23,10,"True","2021-03-11",0,4,5,"True","True","False"
"11113",12986,11527,"Financial",22,"REACH",57,10,"True","2022-01-04",0,5,5,"True","True","False"
"11144",16151,52559,"Mother",33,"REACH",63,10,"True","2022-02-24",0,5,6,"True","True","False"
"11378",6096,17248,"Education",34,"INFLUENCE",20,10,"True","2021-07-15",0,7,7,"True","True","False"
"11453",11743,36692,"style",6,"REACH",25,10,"True","2021-12-18",0,5,5,"True","True","False"
"11459",4025,11569,"car",24,"REACH",23,10,"True","2021-03-12",0,4,4,"True","True","False"
"11581",5989,20802,"Mother",2,"INFLUENCE",25,10,"False","2021-10-09",0,4,6,"True","True","False"
"12092",10415,11671,"to know",11,"REACH",5,10,"True","2021-11-24",0,6,6,"True","True","False"
"12184",10360,31203,"Mother",1,"REACH",47,10,"True","2021-11-25",0,4,4,"True","True","True"
"12264",5372,4235,"Financial",7,"REACH",16,10,"True","2021-06-14",0,7,9,"True","True","False"
"12265",5372,4235,"Financial",9,"REACH",16,10,"True","2021-06-14",0,7,9,"True","True","False"
"12326",7961,25709,"style",2,"INFLUENCE",25,10,"True","2021-09-19",0,5,4,"True","True","False"
"12327",7961,25709,"style",1,"INFLUENCE",25,10,"True","2021-09-19",0,5,4,"True","True","False"
"12464",9211,28484,"car",29,"REACH",5,10,"True","2021-10-26",0,8,8,"True","True","False"
"12553",4150,11911,"Home",33,"INFLUENCE",16,10,"True","2021-04-03",0,6,7,"True","True","True"
"12806",15055,47274,"cryptocurrency",19,"REACH",69,10,"True","2022-02-07",0,7,7,"True","True","False"
"13210",7567,13678,"cooking",21,"REACH",20,10,"True","2021-09-05",0,8,7,"True","True","True"
"13211",7567,13678,"cooking",2,"REACH",20,10,"True","2021-09-05",0,8,7,"True","True","True"
