"","ID","Advertiser.ID","Media.Plans.Filter...Categories","Campaign.Campaign.Category...Campaign.Category...ID","Campaign.Type","Manager.ID","Management.Percent.Fee","Is.Utm.Enabled","Publish.Period.Start","Budget","Quality.Of.Advertise","Quality.Of.Business","Is.Official","Is.Short.Link.Enabled","Is.Competition.Or.Has.Award"
"1497",8086,21812,"Book",2,"REACH",25,10,"True","2021-09-21",0,4,5,"True","True","False"
"1498",8086,21812,"Book",4,"REACH",25,10,"True","2021-09-21",0,4,5,"True","True","False"
"1501",6713,22520,"fashion",3,"INFLUENCE",20,10,"True","2021-08-03",0,5,6,"True","True","False"
"1503",6400,711,"Sport",6,"REACH",16,10,"True","2021-07-21",0,4,4,"True","True","False"
"1504",7094,4522,"Financial",19,"REACH",16,10,"True","2021-08-17",0,6,5,"True","True","False"
"1505",7094,4522,"Financial",8,"REACH",16,10,"True","2021-08-17",0,6,5,"True","True","False"
"1506",6716,23066,"Family",33,"REACH",20,10,"True","2021-08-03",0,5,6,"True","True","False"
"1537",7627,23924,"Family",18,"REACH",25,10,"True","2021-09-07",0,6,5,"True","True","False"
"1551",7155,13796,"Education",8,"REACH",28,0,"True","2021-08-18",0,6,6,"True","True","False"
"1552",7155,13796,"Education",5,"REACH",28,0,"True","2021-08-18",0,6,6,"True","True","False"
"1554",7730,13694,"a trip",15,"INFLUENCE",25,10,"True","2021-09-18",0,5,7,"True","True","False"
"1566",7418,23609,"Nutrition",20,"REACH",23,10,"True","2021-08-31",0,7,7,"True","True","False"
"1567",7418,23609,"Nutrition",8,"REACH",23,10,"True","2021-08-31",0,7,7,"True","True","False"
"1582",8289,12847,"clothing",6,"REACH",25,10,"True","2021-09-26",0,4,4,"True","True","False"
"1592",8118,24324,"comedy",6,"REACH",16,10,"True","2021-09-22",0,7,6,"True","True","False"
"1594",8491,3877,"comedy",8,"INFLUENCE",20,10,"True","2021-10-04",0,5,5,"True","True","False"
"1599",7927,25391,"Education",34,"REACH",25,10,"True","2021-09-18",0,3,4,"True","True","False"
"1600",7464,24697,"car",22,"REACH",23,10,"True","2021-09-01",0,7,7,"True","True","False"
"1603",7926,25391,"Education",34,"REACH",25,10,"True","2021-09-16",0,4,4,"True","True","False"
"1605",7461,24541,"Family",2,"INFLUENCE",47,10,"True","2021-09-06",0,6,6,"True","True","False"
"1622",8479,26385,"Restaurant",3,"REACH",16,10,"True","2021-10-02",0,6,6,"True","True","False"
"1625",8442,15732,"style",3,"REACH",47,10,"True","2021-09-30",0,3,3,"True","True","False"
"1626",8443,15732,"style",15,"REACH",47,10,"True","2021-09-30",0,5,5,"True","True","False"
"1627",8443,15732,"style",3,"REACH",47,10,"True","2021-09-30",0,5,5,"True","True","False"
"1628",9027,14083,"style",4,"INFLUENCE",54,10,"True","2021-10-28",0,4,4,"True","True","True"
"1633",7943,24112,"Education",34,"INFLUENCE",25,10,"True","2021-09-18",0,3,3,"True","True","False"
"1639",8378,25735,"Mother",3,"REACH",23,10,"True","2021-09-29",0,6,6,"True","True","False"
"1640",7049,20643,"fashion",20,"REACH",5,10,"True","2021-08-15",0,6,6,"True","True","False"
"1641",7049,20643,"fashion",15,"REACH",5,10,"True","2021-08-15",0,6,6,"True","True","False"
"1642",9265,22502,"style",3,"INFLUENCE",54,10,"True","2021-11-04",0,4,5,"True","True","False"
"1644",8452,24984,"style",3,"REACH",25,10,"True","2021-09-30",0,4,7,"True","True","True"
"1645",8452,24984,"style",16,"REACH",25,10,"True","2021-09-30",0,4,7,"True","True","True"
"1647",8789,27089,"Financial",9,"REACH",23,10,"True","2021-10-11",0,7,6,"True","True","False"
"1648",9268,28534,"Advice",15,"INFLUENCE",54,10,"False","2021-10-30",0,4,3,"True","True","False"
"1653",8589,4000,"Education",8,"REACH",5,10,"True","2021-10-09",0,8,7,"True","True","False"
"1654",7793,12847,"Education",6,"REACH",16,10,"True","2021-09-13",0,6,6,"True","True","False"
"1655",11796,6561,"Mother",31,"REACH",5,10,"True","2021-12-19",0,8,8,"True","True","False"
"1659",7740,21892,"style",3,"INFLUENCE",47,10,"True","2021-09-18",0,5,5,"True","True","True"
"1673",7406,11743,"Education",8,"REACH",23,10,"True","2021-08-31",0,7,7,"True","True","False"
"1674",7406,11743,"Education",34,"REACH",23,10,"True","2021-08-31",0,7,7,"True","True","False"
"1681",8714,11021,"Technology",29,"REACH",5,10,"True","2021-10-09",0,8,8,"True","True","False"
"1683",7273,21996,"Sport",20,"REACH",25,10,"True","2021-08-25",0,5,6,"True","True","False"
"1684",7273,21996,"Sport",6,"REACH",25,10,"True","2021-08-25",0,5,6,"True","True","False"
"1686",6887,4033,"cooking",12,"REACH",20,10,"True","2021-08-10",0,6,9,"True","True","True"
"1703",8664,23954,"Technology",28,"REACH",16,10,"True","2021-10-07",0,7,7,"True","True","False"
"1704",14615,19729,"comedy",12,"REACH",86,10,"True","2022-01-31",0,6,7,"True","True","False"
"1711",8099,16290,"Mother",6,"REACH",16,10,"True","2021-09-21",0,5,5,"True","True","False"
"1713",8790,27532,"Advice",15,"REACH",16,10,"True","2021-10-12",0,5,5,"True","True","False"
"1720",13931,15902,"medical",15,"REACH",69,10,"True","2022-01-19",0,7,6,"True","True","True"
"1721",7575,11300,"Home",13,"INFLUENCE",47,10,"True","2021-09-08",0,6,7,"True","True","False"
"1723",8264,7402,"Education",8,"REACH",16,10,"True","2021-09-26",0,6,6,"True","True","False"
"1732",9075,28114,"Education",5,"REACH",5,10,"False","2021-10-20",0,7,7,"True","True","False"
"1733",9075,28114,"Education",8,"REACH",5,10,"False","2021-10-20",0,7,7,"True","True","False"
"1745",8668,4818,"style",3,"INFLUENCE",25,10,"True","2021-10-10",0,5,6,"True","True","False"
"1746",8752,24231,"style",6,"INFLUENCE",25,10,"True","2021-10-13",0,5,6,"True","True","False"
"1747",8721,8492,"a trip",15,"REACH",47,10,"True","2021-10-10",0,3,3,"True","True","False"
"1777",8613,27009,"Financial",5,"REACH",5,10,"True","2021-10-05",0,6,6,"True","True","False"
"1782",7818,13047,"Technology",7,"REACH",5,10,"True","2021-09-15",0,7,7,"True","True","False"
"1791",8134,21988,"Education",8,"REACH",23,10,"True","2021-09-22",0,6,6,"True","True","False"
"1792",8134,21988,"Education",34,"REACH",23,10,"True","2021-09-22",0,6,6,"True","True","False"
"1796",10233,30247,"cosmetic",3,"REACH",57,10,"True","2021-11-22",0,6,7,"True","True","False"
"1800",7591,21589,"cooking",12,"INFLUENCE",25,10,"True","2021-09-08",0,5,4,"True","True","False"
"1806",7620,21988,"Education",8,"REACH",23,10,"True","2021-09-06",0,6,6,"True","True","False"
"1807",7620,21988,"Education",34,"REACH",23,10,"True","2021-09-06",0,6,6,"True","True","False"
"1813",8588,19729,"Restaurant",12,"REACH",47,10,"True","2021-10-09",0,7,7,"True","True","False"
"1814",8368,22232,"clothing",6,"INFLUENCE",25,10,"True","2021-10-30",0,4,4,"True","True","False"
"1815",8327,25735,"Mother",3,"REACH",23,10,"True","2021-09-27",0,6,6,"True","True","False"
"1818",8370,12573,"Financial",31,"REACH",23,10,"True","2021-09-30",0,6,4,"True","True","False"
"1822",8586,26316,"psychology",27,"REACH",16,10,"True","2021-10-09",0,7,7,"True","True","False"
"1824",9007,11801,"comedy",5,"REACH",28,0,"True","2021-10-18",0,5,5,"True","True","False"
"1835",7625,24571,"Education",4,"REACH",5,10,"True","2021-09-07",0,6,6,"True","True","False"
"1840",7872,25114,"to know",11,"INFLUENCE",47,10,"True","2021-09-15",0,5,5,"True","True","False"
"1841",9080,28156,"style",3,"REACH",54,10,"True","2021-10-20",0,3,2,"True","True","True"
"1855",11406,33230,"style",33,"REACH",25,10,"False","2021-12-09",0,5,5,"True","True","False"
"1856",3489,7734,"Education",8,"REACH",5,10,"True","2021-02-06",0,8,8,"True","True","False"
"1857",8899,27731,"clothing",1,"INFLUENCE",25,10,"True","2021-10-18",0,6,8,"True","True","False"
"1858",9049,27028,"Education",8,"REACH",23,10,"True","2021-10-19",0,6,6,"True","True","True"
"1859",9049,27028,"Education",34,"REACH",23,10,"True","2021-10-19",0,6,6,"True","True","True"
"1861",8340,23371,"News",9,"REACH",5,10,"True","2021-09-27",0,7,7,"True","True","False"
"1862",8419,26092,"Mother",2,"INFLUENCE",47,10,"True","2021-10-02",0,4,4,"True","True","False"
"1872",9089,26079,"Mother",6,"INFLUENCE",54,10,"True","2021-10-24",0,4,5,"True","True","False"
"1874",8550,23360,"Mother",2,"INFLUENCE",47,10,"True","2021-10-10",0,4,4,"True","True","False"
"1891",8959,17828,"Restaurant",15,"REACH",54,10,"False","2021-10-19",0,5,4,"True","True","True"
"1892",8959,17828,"Restaurant",3,"REACH",54,10,"False","2021-10-19",0,5,4,"True","True","True"
"1906",9164,9543,"Education",27,"REACH",16,10,"True","2021-10-24",0,7,7,"True","True","False"
"1907",8596,23210,"Mother",15,"REACH",23,10,"True","2021-10-12",0,6,6,"True","True","False"
"1908",10873,32565,"clothing",6,"INFLUENCE",47,10,"False","2021-12-07",0,4,4,"True","True","True"
"1920",18063,52291,"learning",5,"REACH",95,10,"True","2022-04-08",0,6,4,"True","True","False"
"1934",16150,53852,"Financial",25,"REACH",67,10,"True","2022-02-24",0,4,4,"True","True","False"
"1943",16791,52062,"made",25,"REACH",96,10,"True","2022-03-07",0,6,7,"True","True","False"
"1960",10801,28707,"Photography",31,"REACH",25,10,"False","2021-12-05",0,6,5,"True","True","False"
"1966",12544,4128,"sports",20,"REACH",74,0,"True","2021-12-28",0,4,5,"True","True","False"
"1967",11998,39572,"Financial",19,"REACH",67,10,"True","2021-12-19",0,4,4,"True","True","False"
"1974",10280,25803,"medical",15,"REACH",63,10,"True","2021-11-23",0,6,6,"True","True","False"
"1977",10663,13907,"the cinema",6,"REACH",67,10,"True","2021-11-29",0,6,6,"True","True","False"
"1980",9352,28149,"clothing",1,"INFLUENCE",54,10,"True","2021-11-03",0,4,2,"True","True","False"
"1981",9361,26287,"Restaurant",12,"INFLUENCE",25,10,"True","2021-11-13",0,6,4,"True","True","True"
"1996",16697,48171,"comedy",25,"REACH",47,10,"True","2022-03-06",0,7,7,"True","True","False"
"1998",8824,9758,"style",3,"INFLUENCE",25,10,"True","2021-10-16",0,4,3,"True","True","False"
"1999",10241,25821,"Economic",8,"REACH",63,10,"True","2021-11-22",0,6,6,"True","True","False"
"2000",10241,25821,"Economic",5,"REACH",63,10,"True","2021-11-22",0,6,6,"True","True","False"
"2001",8006,21885,"Mother",15,"INFLUENCE",25,10,"True","2021-09-21",0,4,5,"True","True","False"
"2002",8006,21885,"Mother",3,"INFLUENCE",25,10,"True","2021-09-21",0,4,5,"True","True","False"
"2003",10996,17265,"cooking",12,"INFLUENCE",54,10,"False","2021-12-11",0,3,4,"True","True","False"
"2009",9964,27459,"Language",26,"REACH",47,10,"True","2021-11-16",0,5,5,"True","True","False"
"2012",9580,24603,"Designing",16,"REACH",25,10,"True","2021-11-07",0,5,5,"True","True","False"
"2013",14851,39748,"learning",8,"REACH",59,10,"True","2022-02-05",0,6,5,"True","True","False"
"2032",9231,28515,"Education",6,"REACH",25,10,"True","2021-10-26",0,6,3,"True","True","False"
"2099",8606,14581,"style",5,"INFLUENCE",47,10,"True","2021-10-08",0,5,5,"True","True","False"
"2102",10171,27812,"psychology",27,"REACH",63,10,"True","2021-11-21",0,5,5,"True","True","False"
"2109",8415,8684,"Mother",3,"REACH",25,10,"True","2021-10-04",0,5,5,"True","True","False"
"2135",9304,27649,"style",3,"REACH",54,10,"True","2021-10-30",0,5,6,"True","True","False"
"2136",9304,27649,"style",15,"REACH",54,10,"True","2021-10-30",0,5,6,"True","True","False"
"2146",10933,3757,"made",28,"REACH",67,10,"False","2021-12-05",0,4,6,"True","True","False"
"2147",10933,3757,"made",31,"REACH",67,10,"False","2021-12-05",0,4,6,"True","True","False"
"2158",9588,16345,"comedy",8,"INFLUENCE",47,10,"True","2021-11-10",0,5,5,"True","True","False"
"2159",11666,2249,"Book",4,"INFLUENCE",54,10,"True","2021-12-20",0,3,3,"True","True","False"
"2166",7409,8367,"Sport",9,"REACH",16,10,"True","2021-08-31",0,6,7,"True","True","True"
"2173",12119,41267,"General",35,"REACH",16,10,"True","2021-12-20",0,6,6,"True","True","True"
"2174",12119,41267,"General",3,"REACH",16,10,"True","2021-12-20",0,6,6,"True","True","True"
"2185",15587,48331,"Economic",15,"REACH",71,10,"True","2022-02-14",0,7,5,"True","True","False"
"2191",14963,38003,"Equipment",7,"INFLUENCE",86,10,"True","2022-02-09",0,5,6,"True","True","False"
"2202",11146,8136,"Equipment",19,"INFLUENCE",47,10,"True","2021-12-10",0,4,4,"True","True","True"
"2205",16515,31070,"modeling",6,"REACH",86,10,"True","2022-03-02",0,6,5,"True","True","False"
"2215",8999,27029,"Mother",3,"REACH",23,10,"True","2021-10-20",0,7,6,"True","True","True"
"2216",11416,2560,"comedy",19,"INFLUENCE",47,10,"True","2021-12-11",0,8,5,"True","True","False"
"2219",9187,11821,"Education",12,"REACH",23,10,"True","2021-10-25",0,6,6,"True","True","False"
"2254",12504,30553,"style",6,"REACH",47,10,"True","2022-01-01",0,5,5,"True","True","False"
"2265",15380,51368,"a student",31,"REACH",67,10,"True","2022-02-13",0,4,4,"True","True","False"
"2269",14439,48216,"medical",3,"INFLUENCE",54,10,"True","2022-01-31",0,6,6,"True","True","False"
"2272",16106,53806,"a trip",12,"REACH",47,10,"False","2022-02-23",0,4,4,"True","True","False"
"2283",9566,21380,"Advice",15,"REACH",23,10,"True","2021-11-06",0,6,6,"True","True","False"
"2318",10383,31392,"cooking",2,"REACH",63,10,"True","2021-11-24",0,7,6,"True","True","False"
"2348",15112,48539,"Poetry",6,"REACH",67,10,"True","2022-02-08",0,4,4,"True","True","False"
"2385",12209,27812,"psychology",27,"REACH",63,10,"True","2021-12-22",0,6,6,"True","True","False"
"2396",11228,37155,"clothing",6,"REACH",25,10,"True","2021-12-07",0,2,3,"True","True","False"
"2405",10203,30966,"cooking",2,"INFLUENCE",25,10,"True","2021-11-25",0,4,2,"True","True","False"
"2410",9115,28223,"style",3,"REACH",16,10,"True","2021-10-23",0,7,6,"True","True","False"
"2417",9328,27731,"style",1,"REACH",25,10,"True","2021-10-28",0,6,7,"True","True","False"
"2434",8693,27260,"learning",3,"INFLUENCE",25,10,"True","2021-10-10",0,3,3,"True","True","False"
"2440",9921,30359,"Designing",33,"INFLUENCE",25,10,"True","2021-11-20",0,6,5,"True","True","False"
"2441",9921,30359,"Designing",16,"INFLUENCE",25,10,"True","2021-11-20",0,6,5,"True","True","False"
"2480",9236,27329,"psychology",33,"REACH",54,10,"True","2021-10-28",0,4,5,"True","True","False"
"2483",11339,37760,"style",6,"INFLUENCE",54,10,"True","2021-12-11",0,4,4,"True","True","False"
"2490",10651,27757,"style",1,"REACH",25,10,"True","2021-12-02",0,3,3,"True","True","False"
"2493",9737,28707,"Photography",33,"REACH",54,10,"True","2021-11-14",0,6,6,"True","True","False"
"2494",9737,28707,"Photography",16,"REACH",54,10,"True","2021-11-14",0,6,6,"True","True","False"
"2501",16794,13477,"cosmetic",31,"REACH",95,10,"True","2022-03-07",0,7,4,"True","True","False"
"2506",11846,36630,"Family",3,"REACH",25,10,"True","2021-12-19",0,4,4,"True","True","False"
"2510",11691,38420,"modeling",3,"INFLUENCE",20,10,"True","2021-12-17",0,4,5,"True","True","True"
"2512",9460,27941,"Mother",2,"REACH",47,10,"True","2021-11-04",0,5,5,"True","True","False"
"2513",10552,28671,"sports",15,"INFLUENCE",54,10,"True","2021-12-08",0,4,4,"True","True","False"
"2531",4988,8657,"cooking",12,"REACH",20,10,"True","2021-05-22",0,7,7,"True","True","False"
"2549",10032,29968,"comedy",8,"REACH",25,10,"True","2021-11-17",0,5,5,"True","True","False"
"2561",14691,36117,"Designing",33,"REACH",71,10,"True","2022-02-03",0,5,5,"True","True","False"
"2577",14862,14306,"psychology",27,"REACH",69,10,"True","2022-02-04",0,6,6,"True","True","False"
"2581",9309,13945,"style",26,"REACH",5,10,"False","2021-10-28",0,3,4,"True","True","False"
"2585",10660,28322,"Family",33,"INFLUENCE",54,10,"True","2021-12-04",0,4,4,"True","True","False"
"2586",10753,31616,"Economic",5,"INFLUENCE",47,10,"True","2021-12-04",0,5,5,"True","True","False"
"2587",10753,31616,"Economic",11,"INFLUENCE",47,10,"True","2021-12-04",0,5,5,"True","True","False"
"2588",10753,31616,"Economic",9,"INFLUENCE",47,10,"True","2021-12-04",0,5,5,"True","True","False"
"2598",10064,21498,"Advice",3,"REACH",59,10,"True","2021-11-24",0,7,7,"True","True","True"
"2599",7893,23570,"style",1,"INFLUENCE",47,10,"True","2021-10-10",0,4,4,"True","True","False"
"2602",9514,29211,"style",15,"INFLUENCE",25,10,"True","2021-11-06",0,5,5,"True","True","False"
"2603",8697,21380,"Advice",15,"REACH",23,10,"True","2021-10-09",0,6,6,"True","True","False"
"2610",8369,25595,"Restaurant",8,"REACH",23,10,"True","2021-10-02",0,5,5,"True","True","False"
"2611",8369,25595,"Restaurant",12,"REACH",23,10,"True","2021-10-02",0,5,5,"True","True","False"
"2637",10223,31253,"Book",5,"REACH",59,10,"True","2021-11-22",0,6,5,"True","True","False"
"2644",10567,24603,"Designing",16,"REACH",25,10,"True","2021-11-28",0,5,5,"True","True","False"
"2652",11539,39037,"clothing",10,"REACH",54,10,"True","2021-12-12",0,2,2,"True","True","False"
"2670",9270,26823,"sports",25,"REACH",16,10,"True","2021-10-30",0,7,6,"True","True","False"
"2671",9270,26823,"sports",16,"REACH",16,10,"True","2021-10-30",0,7,6,"True","True","False"
"2682",9896,30026,"car",24,"REACH",61,10,"True","2021-11-15",0,6,7,"True","True","False"
"2686",9518,22126,"learning",5,"INFLUENCE",25,10,"True","2021-11-07",0,5,5,"True","True","False"
"2691",9679,28518,"Restaurant",31,"INFLUENCE",54,10,"True","2021-11-14",0,4,4,"True","True","False"
"2697",15286,13477,"style",36,"REACH",95,10,"True","2022-02-12",0,6,4,"True","True","False"
"2702",9678,28856,"cooking",12,"REACH",25,10,"True","2021-11-08",0,6,5,"True","True","False"
"2731",13304,45606,"modeling",3,"REACH",86,10,"True","2022-01-11",0,4,6,"True","True","False"
"2732",12693,43516,"Network",6,"REACH",47,10,"True","2022-01-01",0,4,4,"True","True","False"
"2734",3941,4694,"Sport",6,"REACH",28,10,"True","2021-03-13",0,6,5,"True","True","False"
"2747",11060,32277,"Advice",35,"REACH",25,10,"True","2021-12-06",0,3,3,"True","True","False"
"2748",11060,32277,"Advice",3,"REACH",25,10,"True","2021-12-06",0,3,3,"True","True","False"
"2751",9939,1049,"motivational",26,"REACH",57,10,"True","2021-11-15",0,6,7,"True","True","False"
"2786",10471,31609,"cryptocurrency",19,"REACH",63,10,"True","2021-11-25",0,3,3,"True","True","False"
"2803",9819,13621,"Mother",6,"INFLUENCE",25,10,"True","2021-11-18",0,6,3,"True","True","False"
"2808",9469,5619,"style",13,"REACH",54,10,"True","2021-11-02",0,6,7,"True","True","False"
"2821",9391,25595,"Mother",12,"REACH",23,10,"True","2021-11-01",0,5,5,"True","True","False"
"2822",9391,25595,"Mother",8,"REACH",23,10,"True","2021-11-01",0,5,5,"True","True","False"
"2836",10537,12321,"comedy",6,"INFLUENCE",54,10,"True","2021-11-29",0,6,4,"True","True","False"
"2864",10670,29197,"Restaurant",12,"REACH",67,10,"True","2021-11-29",0,5,5,"True","True","False"
"2869",11696,26566,"Marketing",9,"INFLUENCE",47,10,"True","2021-12-17",0,8,8,"True","True","False"
"2870",11696,26566,"Marketing",8,"INFLUENCE",47,10,"True","2021-12-17",0,8,8,"True","True","False"
"2882",16224,50748,"Financial",19,"REACH",67,10,"True","2022-02-26",0,4,4,"True","True","False"
"2886",10584,31593,"style",1,"INFLUENCE",54,10,"True","2021-12-01",0,3,3,"True","True","False"
"2887",11035,22518,"Play",7,"INFLUENCE",54,10,"True","2021-12-11",0,4,1,"True","True","False"
"2890",16685,53754,"modeling",6,"REACH",95,10,"True","2022-03-05",0,6,5,"True","True","False"
"2898",10164,31088,"Play",10,"REACH",59,10,"True","2021-11-21",0,7,6,"True","True","False"
"2908",9821,4158,"Mother",6,"REACH",54,10,"True","2021-11-13",0,5,7,"True","True","True"
"2911",10582,31888,"medical",15,"REACH",63,10,"True","2021-11-28",0,5,5,"True","True","False"
"2913",11979,40006,"General",35,"REACH",25,10,"True","2021-12-19",0,5,4,"True","True","False"
"2914",11979,40006,"General",3,"REACH",25,10,"True","2021-12-19",0,5,4,"True","True","False"
"2934",8404,22203,"Book",4,"INFLUENCE",47,10,"True","2021-10-02",0,5,5,"True","True","False"
"2949",16375,6744,"style",8,"INFLUENCE",95,10,"True","2022-03-03",0,6,5,"True","True","False"
"2953",9532,28893,"Mother",8,"REACH",16,10,"True","2021-11-06",0,6,6,"True","True","False"
"2960",14368,36117,"Designing",33,"REACH",71,10,"True","2022-01-27",0,6,6,"True","True","False"
"2977",12189,39782,"style",1,"REACH",71,10,"True","2021-12-21",0,7,5,"True","True","False"
"2978",9397,26079,"clothing",6,"INFLUENCE",54,10,"True","2021-11-03",0,4,5,"True","True","False"
"2982",9399,24185,"Mother",2,"INFLUENCE",54,10,"True","2021-11-06",0,4,2,"True","True","True"
"2983",9398,5345,"Mother",6,"REACH",47,10,"True","2021-10-31",0,4,4,"True","True","False"
"3007",10723,11739,"style",6,"REACH",25,10,"False","2021-11-30",0,3,3,"True","True","False"
"3016",13416,34467,"style",6,"REACH",86,10,"True","2022-01-11",0,4,2,"True","True","False"
"3033",11724,36422,"Mother",6,"REACH",25,10,"True","2021-12-14",0,5,7,"True","True","True"
"3034",13121,16196,"Restaurant",19,"REACH",69,10,"True","2022-01-06",0,6,6,"True","True","False"
"3043",14449,40663,"a trip",22,"REACH",86,10,"True","2022-01-29",0,4,5,"True","True","False"
"3065",14450,40663,"a trip",22,"REACH",86,10,"True","2022-01-30",0,5,6,"True","True","False"
"3083",14932,48103,"comedy",22,"REACH",95,10,"True","2022-02-06",0,6,4,"True","True","False"
"3090",16066,21462,"Play",7,"REACH",104,10,"True","2022-02-23",0,5,5,"True","True","False"
"3119",11350,13081,"Language",26,"INFLUENCE",47,10,"True","2021-12-11",0,6,6,"True","True","False"
"3120",13946,41515,"sports",19,"REACH",59,10,"True","2022-01-22",0,5,5,"True","True","False"
"3131",12669,25137,"News",11,"REACH",71,10,"True","2021-12-30",0,6,8,"True","True","False"
"3147",3452,8602,"Family",6,"REACH",5,10,"True","2021-02-02",0,7,7,"True","True","False"
"3152",10507,7381,"Mother",33,"REACH",67,10,"True","2021-11-27",0,7,7,"True","True","False"
"3181",9544,29390,"Play",4,"REACH",25,10,"True","2021-11-06",0,5,5,"True","False","False"
"3182",9544,29390,"Play",21,"REACH",25,10,"True","2021-11-06",0,5,5,"True","False","False"
"3204",13728,8847,"Mother",6,"REACH",86,10,"True","2022-01-16",0,5,5,"True","True","False"
"3237",17373,55891,"style",33,"REACH",47,10,"True","2022-03-15",0,4,4,"True","True","False"
"3238",17373,55891,"style",1,"REACH",47,10,"True","2022-03-15",0,4,4,"True","True","False"
"3246",12911,43896,"medical",32,"REACH",47,10,"True","2022-01-03",0,4,4,"True","True","False"
"3291",10361,27809,"Advice",15,"REACH",57,10,"True","2021-11-24",0,6,6,"True","True","False"
"3297",9929,30188,"cosmetic",3,"INFLUENCE",54,10,"True","2021-11-20",0,5,4,"True","True","False"
"3299",17103,51534,"Music",1,"REACH",71,10,"True","2022-03-11",0,7,5,"True","True","True"
"3318",9408,28581,"to know",8,"REACH",16,10,"True","2021-11-02",0,7,6,"True","True","False"
"3319",9407,24555,"Education",34,"REACH",16,10,"True","2021-11-01",0,7,7,"True","True","False"
"3320",9407,24555,"Education",5,"REACH",16,10,"True","2021-11-01",0,7,7,"True","True","False"
"3332",11361,37010,"Play",7,"REACH",25,10,"True","2021-12-09",0,4,4,"True","True","False"
"3361",9915,23996,"Restaurant",12,"REACH",54,10,"True","2021-11-15",0,4,3,"True","True","False"
"3363",11363,29861,"Mother",15,"INFLUENCE",25,10,"True","2021-12-12",0,5,3,"True","True","False"
"3364",11363,29861,"Mother",27,"INFLUENCE",25,10,"True","2021-12-12",0,5,3,"True","True","False"
"3365",11363,29861,"Mother",2,"INFLUENCE",25,10,"True","2021-12-12",0,5,3,"True","True","False"
"3370",11369,30056,"clothing",6,"REACH",25,10,"True","2021-12-09",0,4,4,"True","True","False"
"3380",12819,44081,"cosmetic",35,"INFLUENCE",54,10,"True","2022-01-04",0,4,4,"True","True","False"
"3394",10696,29139,"Mother",13,"REACH",25,10,"True","2021-12-02",0,6,5,"True","True","False"
"3401",11836,5544,"soft",8,"INFLUENCE",25,10,"True","2021-12-18",0,4,4,"True","True","False"
"3407",7764,23852,"Mother",27,"REACH",16,10,"True","2021-09-14",0,6,5,"True","True","False"
"3412",9433,28842,"clothing",6,"REACH",25,10,"True","2021-11-01",0,6,6,"True","True","False"
"3416",11141,36895,"Restaurant",32,"REACH",25,10,"True","2021-12-11",0,2,3,"True","True","False"
"3433",9437,25375,"Technology",7,"REACH",23,10,"True","2021-11-04",0,7,6,"True","True","False"
"3438",10903,31554,"Mother",31,"INFLUENCE",54,10,"False","2021-12-08",0,5,4,"True","True","False"
"3459",12545,32297,"Book",27,"REACH",63,10,"True","2021-12-30",0,6,6,"True","True","False"
"3481",11487,26084,"Mother",33,"REACH",47,10,"True","2021-12-11",0,5,5,"True","True","False"
"3492",11653,28797,"modeling",6,"INFLUENCE",20,10,"True","2021-12-16",0,4,4,"True","True","False"
"3521",12027,38703,"Economic",11,"INFLUENCE",47,10,"True","2021-12-22",0,3,3,"True","True","False"
"3523",15199,35558,"car",7,"REACH",69,10,"True","2022-02-10",0,7,7,"True","True","True"
"3524",15199,35558,"car",3,"REACH",69,10,"True","2022-02-10",0,7,7,"True","True","True"
"3525",15199,35558,"car",33,"REACH",69,10,"True","2022-02-10",0,7,7,"True","True","True"
"3530",8268,18513,"a trip",9,"REACH",23,10,"False","2021-09-28",0,7,7,"True","True","False"
"3531",8268,18513,"a trip",22,"REACH",23,10,"False","2021-09-28",0,7,7,"True","True","False"
"3540",12005,36899,"Restaurant",12,"REACH",25,10,"True","2021-12-19",0,3,4,"True","True","False"
"3562",12985,2448,"modeling",6,"REACH",86,10,"True","2022-02-07",0,5,5,"True","True","False"
"3588",11573,38896,"clothing",6,"INFLUENCE",25,10,"True","2021-12-15",0,2,2,"True","True","False"
"3589",11573,38896,"clothing",1,"INFLUENCE",25,10,"True","2021-12-15",0,2,2,"True","True","False"
"3590",14944,45664,"Health",12,"REACH",67,10,"True","2022-02-06",0,4,4,"True","True","False"
"3594",11294,14919,"sports",13,"REACH",5,10,"True","2021-12-10",0,7,6,"True","True","False"
"3599",4050,9715,"cooking",30,"REACH",28,10,"True","2021-03-14",0,5,6,"True","True","False"
"3607",12992,31945,"style",33,"REACH",47,10,"True","2022-01-04",0,4,5,"True","True","False"
"3613",17375,7452,"clothing",1,"REACH",72,10,"True","2022-03-16",0,5,5,"True","True","False"
"3615",12040,24718,"style",3,"REACH",47,10,"True","2021-12-19",0,4,4,"True","True","False"
"3628",11913,31434,"Mother",1,"REACH",25,10,"True","2021-12-18",0,5,5,"True","True","False"
"3671",14717,12844,"Entrepreneurship",30,"REACH",67,10,"True","2022-02-02",0,4,4,"True","True","False"
"3674",13553,29047,"style",33,"REACH",86,10,"True","2022-01-14",0,3,8,"True","True","False"
"3683",11671,39512,"sports",6,"INFLUENCE",25,10,"True","2021-12-17",0,3,4,"True","True","False"
"3711",11925,32168,"style",6,"REACH",25,10,"True","2021-12-17",0,3,3,"True","True","False"
"3745",6617,22099,"cooking",12,"REACH",23,10,"True","2021-08-01",0,6,6,"True","True","False"
