0,1
0,6591
0,7165
0,6146
0,6146
0,6146
0,5815
0,6798
0,6798
0,8468
0,6340
0,6340
0,6654
0,7520
0,6930
0,6303
0,6189
0,7173
0,7462
0,5840
0,5785
0,8030
0,8803
0,6274
0,6932
0,8247
0,7181
0,7593
1,7590
1,5921
1,5840
1,6318
1,6646
1,8468
1,5825
1,6708
1,6584
1,6178
1,6449
1,6275
1,6274
1,6148
2,7139
2,7902
2,8179
2,6715
2,7933
2,8429
2,8566
2,7590
2,5877
2,6189
2,7929
3,7074
3,7074
3,6883
3,6883
3,5825
3,5825
3,5825
3,5825
3,6463
3,6463
3,7491
3,7491
3,8223
3,8223
3,8523
3,8804
3,8804
3,5921
3,8467
3,8467
3,7660
3,7660
3,8470
3,8971
3,8971
3,7659
3,7659
3,7033
3,7033
3,7929
3,7929
3,6889
3,8430
3,7997
3,7997
3,7158
3,7502
3,7502
3,7502
3,7502
3,8947
3,8947
3,7384
3,5706
3,6987
3,6987
3,7955
3,6900
3,6573
3,6573
3,6573
3,6708
3,6708
3,7692
3,7692
3,6623
3,6651
3,6651
3,7588
3,7588
3,7611
3,7611
3,8242
3,6700
3,7242
4,6318
4,6449
4,7264
4,5954
4,6700
4,7171
4,6616
5,8327
5,6595
5,6357
5,8422
5,6533
5,7532
6,6083
6,6360
6,5998
6,8740
6,8450
7,6062
7,7909
7,6076
7,8645
8,7563
8,7563
8,6577
8,6619
8,7698
8,6154
8,7909
8,8179
8,7448
8,5785
8,8139
8,6715
8,6076
8,5746
9,7872
9,7872
9,7872
9,6819
9,6651
9,5851
9,6326
9,6708
9,8523
9,8947
9,8452
9,8804
9,8057
9,8470
9,7242
9,7727
9,8223
10,8966
10,8154
10,8401
10,8401
10,6121
10,8214
10,7286
10,8419
10,6422
11,5797
11,6250
11,6949
11,6547
11,6957
11,7910
11,7274
11,7274
11,7274
11,6480
11,6480
11,7454
11,6315
11,6883
11,6288
11,6288
11,6288
11,7396
11,7277
11,6749
11,6806
11,6159
11,6852
11,6782
11,6216
11,7395
11,6290
11,6178
11,8576
11,6802
11,5972
11,6674
11,6896
11,8254
11,6985
11,7808
11,8523
11,6874
11,7892
11,6154
11,7448
11,7022
11,7022
11,7158
11,8172
11,5815
11,8468
11,8468
11,7772
11,6385
11,6900
11,7171
11,7486
11,7592
11,5853
11,8831
11,7377
12,5820
12,8916
12,7033
12,6883
12,6889
12,7611
12,7611
12,8947
12,5731
12,8384
12,5825
12,5825
12,6651
12,7502
12,6708
12,6573
12,6573
12,8523
12,7660
12,6463
12,6595
12,6398
12,8804
12,6749
12,7074
12,7491
12,7801
12,7732
12,7586
12,6917
12,6917
12,6917
12,5772
12,7178
12,6116
13,7477
13,6720
14,6154
14,8392
14,7294
14,7294
14,7867
14,7867
14,7419
14,6150
14,6150
14,7956
14,7956
14,6678
14,6274
14,5785
14,6584
14,6677
14,6736
14,7822
14,6353
14,6463
14,7281
14,7778
14,8358
14,7105
14,7154
14,7440
14,7571
14,7093
14,7731
14,6708
14,6708
14,8240
14,7052
14,7052
14,6715
14,6714
14,6315
14,8061
14,7361
14,7171
14,6189
14,7926
14,6446
14,6616
14,6591
14,7845
14,7697
14,6930
14,7590
14,5914
14,8484
14,6220
14,8381
14,7909
14,6288
14,8468
15,6241
15,6131
15,7559
15,6022
16,8468
16,8468
16,7611
16,7611
16,8384
16,6900
16,6463
16,6708
16,6889
16,8523
16,5851
16,6883
16,7384
16,7491
16,7674
16,7588
16,8964
16,8964
16,7981
16,7074
16,5825
16,5825
16,6651
16,7033
16,8804
16,8947
16,7017
17,5840
17,6178
17,6274
17,6109
17,7929
17,6472
17,7264
17,5785
17,5785
17,6584
17,7595
17,7986
17,6616
17,8240
17,8711
17,7803
17,7590
17,7926
17,7926
17,6220
17,7171
17,7867
17,8222
17,5877
17,7420
18,6274
18,8740
18,5921
18,8179
18,8233
18,8139
18,5954
18,5989
18,8383
18,6616
18,5877
18,8521
19,5804
19,8243
19,7193
19,7279
19,6216
19,8235
19,6703
19,6847
19,8693
19,8868
19,6890
19,6433
19,8109
20,6189
20,5902
20,6274
20,8740
20,7899
20,5853
20,7902
20,8383
20,7933
21,8934
21,6719
22,7858
22,7954
22,6048
23,5842
23,6081
23,7240
23,7501
23,6199
23,5954
23,8132
24,6708
24,6326
24,6655
24,6900
24,7198
24,8057
24,7727
24,7872
24,7872
24,7872
24,8947
24,7748
24,8470
24,7242
24,6730
24,5851
24,7777
25,6220
25,6496
25,5785
25,7264
25,6472
25,7171
25,6616
26,8467
26,8947
26,8947
26,6154
26,6154
26,7672
26,6708
26,6708
26,6326
26,8430
26,8223
26,8223
26,6900
26,6900
26,6900
26,6883
26,8049
26,7659
26,6573
26,6573
26,6889
26,7611
26,7611
26,8783
26,7074
26,7074
26,7242
26,8971
26,5719
26,5825
26,7502
26,7502
26,7660
26,6315
26,7033
26,7171
26,7692
26,8470
26,7448
26,7491
26,7997
26,8804
27,6438
27,7229
28,6228
28,6807
28,6262
29,6637
29,6154
29,8468
29,7837
29,5785
30,8011
30,7608
30,6998
30,7139
30,8762
30,8002
30,7633
30,8280
30,6066
30,8209
30,6065
30,8383
30,8900
30,6546
30,7219
30,8740
31,8523
31,8523
31,7273
31,6463
31,6987
31,5825
31,5825
31,5825
31,6889
31,8804
31,8468
31,8468
31,6708
31,6573
31,6573
31,7611
31,7611
31,7074
31,7074
31,8474
31,6883
31,7502
31,6651
31,8947
31,7660
31,7033
31,6595
